BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM
MCO;2017;310000336;310780713;10;3650;129;1;2067;;;0;0;0;;;0;0;0;10;3650;129;1;2067;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;310009279;310780671;;;0;0;0;40;13255;2079;131;8581;14;5110;846;99;3025;54;18365;2925;230;11606;1;17;;;40;15;3213;;0;;;16;3230;;;40;0;0;0;1;0;1;0;0;1;;;;;14874;2679;10663;;2957;1860
MCO;2017;310013628;310786256;15;5475;589;4;5033;;;0;0;0;;;0;0;0;15;5475;589;4;5033;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;460;;;;;
MCO;2017;310016977;310781406;224;71522;14432;3322;57989;36;11945;2729;31;10098;121;44165;12018;537;49969;381;127632;29179;3890;118056;28;6164;;;3020;23;4291;12;2285;;;63;12740;;;3020;0;0;0;0;0;1;0;0;0;;;90;;90090;9573;49857;722;12510;22707
MCO;2017;310019351;310781406;104;34938;5809;207;30829;37;11162;3319;720;7920;;;0;0;0;141;46100;9128;927;38749;40;5248;2;571;29473;5;876;;0;;;45;6124;2;571;29473;0;1;1;0;0;0;1;0;0;50;;;;47366;0;29472;1;1;10202
MCO;2017;310022298;310781406;18;6570;567;2;6601;;;0;0;0;;;0;0;0;18;6570;567;2;6601;4;728;;;45;;0;;0;;;4;728;;;45;0;0;0;0;0;0;0;0;0;;;;;537;0;571;332;0;4
MCO;2017;310025333;310781406;97;33957;3834;32;29588;17;6205;973;6;4868;;;0;0;0;114;40162;4807;38;34456;31;1999;;;8900;3;593;;0;;;34;2592;;;8900;0;0;0;0;0;0;0;0;0;;;;;450;0;103;0;0;166
MCO;2017;310026083;310026075;15;5475;1946;0;6723;128;46720;3365;68;7571;56;20440;4791;96;18140;199;72635;10102;164;32434;7;3164;;;114;31;11319;7;1413;;;45;15896;;;114;;;;;;;;;;;;;;;;;;;
MCO;2017;310780101;310026794;37;13505;4050;740;14071;55;20075;6934;852;19600;24;8760;1012;249;2922;116;42340;11996;1841;36593;;0;;;3594;44;18461;;0;;;44;18461;;;3594;;;;;;;;;;;;;;;;;;;
MCO;2017;310780150;310788799;12;4380;1225;3;3176;97;35405;7169;14;18768;;;0;0;0;109;39785;8394;17;21944;1;203;;;495;44;12006;;0;;;45;12209;;;495;;;;;;;;;;;;;;;;;;;
MCO;2017;310780259;310000096;252;88280;18603;1671;76702;120;38762;8843;1513;31503;;;0;0;0;372;127042;27446;3184;108205;11;3054;;;15281;15;8676;;0;;;26;11730;;;15281;;;;;;;;;;;;;;;;;;;
MCO;2017;310780283;310000112;84;30660;8389;69;40757;225;82125;12316;314;44223;41;14965;1238;12;4848;350;127750;21943;395;89828;16;1346;0;;5275;44;20704;2;102;0;;62;22152;0;;5275;;;;;;;;;;;;;;;;;;;
MCO;2017;310780309;310026794;57;20805;3823;29;18366;81;29565;2865;35;7215;1;365;137;0;360;139;50735;6825;64;25941;8;267;;;291;22;6826;1;39;;;31;7132;;;291;;;;;;;;;;;;;;;;;;;
MCO;2017;310780366;310000153;40;14600;1113;34;10914;;;0;0;0;;;0;0;0;40;14600;1113;34;10914;2;1022;0;0;4;0;0;;0;;;2;1022;0;0;4;;;;;;;;;;;;;;1211;0;723;0;0;0
MCO;2017;310780382;310000179;48;17520;2061;24;12025;90;32850;6064;148;19519;65;23725;3677;0;15632;203;74095;11802;172;47176;;0;;;555;15;10185;;230;;;15;10415;;;555;;;;;;;;;;;;;;;;;;;
MCO;2017;310781000;310788880;129;47085;10269;1253;47350;180;65700;10832;443;40686;0;;210;2;451;309;112785;21311;1698;88487;6;118;;;3265;23;18813;;0;;;29;18931;;;3265;;;;;;;;;;;;;;5404;;;;;
MCO;2017;310781067;310788898;51;18615;2631;396;13770;33;12045;1486;42;8959;39;14235;2678;88;10832;123;44895;6795;526;33561;5;465;;;986;9;2093;4;1124;;;18;3682;;;986;1;;1;1;1;0;1;0;1;;;;;116701;3262;92536;;6260;
MCO;2017;310781505;310000492;67;24455;3456;116;18077;94;34310;6834;19;28392;20;7300;672;19;2956;181;66065;10962;154;49425;12;5120;;;3889;38;6201;0;134;;;50;11455;;;3889;;;;;;;;;;;;;;;;;;;
MCO;2017;310781695;920030269;45;16425;803;4;13822;;;0;0;0;;;0;0;0;45;16425;803;4;13822;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;310782016;310000617;36;13140;1274;34;9955;;;0;0;0;;;0;0;0;36;13140;1274;34;9955;;0;;;42313;;0;;0;;;;0;;;42313;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;310782347;310789136;60;21900;3226;29;17708;33;11315;1761;20;8832;;;0;0;0;93;33215;4987;49;26540;6;1411;;;78830;7;2040;;0;;;13;3451;;;78830;0;1;0;0;0;0;0;0;0;;;;;66899;;37435;633;;35247
MCO;2017;310783048;310781406;521;178602;32645;5075;156676;298;99992;15196;325;84898;;;0;0;0;819;278594;47841;5400;241574;101;11653;5;1080;14459;31;9353;;0;;;132;21006;5;1080;14459;1;0;0;1;1;0;0;1;1;;180;;74;200926;7;131425;155;12;63124
MCO;2017;310783055;310781406;457;153144;31252;5874;130692;166;54577;8925;467;39944;;;0;0;0;623;207721;40177;6341;170636;90;12321;;;8094;10;3504;;0;;;100;15825;;;8094;1;0;0;1;0;0;0;0;0;;;;;107764;2;75944;10155;20;42595
MCO;2017;310783063;310781406;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;8;2370;;;0;;0;;0;;;8;2370;;;0;0;0;0;0;0;0;0;0;0;;;;;14153;19;61296;3812;202;7541
MCO;2017;310786389;310001433;5;1825;218;0;1060;;;0;0;0;;;0;0;0;5;1825;218;0;1060;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;310794417;310002712;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;0;1;;;20592;;0;;0;;;0;1;;;20592;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;320000086;320780117;216;76788;11073;1467;53725;38;13870;1860;101;10457;20;7300;1395;132;5357;274;97958;14328;1700;69539;4;581;;;8666;7;1812;1;197;;;12;2590;;;8666;1;0;1;1;1;1;1;1;1;100;30;90;0;31228;3085;29269;;3618;5175
MCO;2017;320000102;320780133;20;7300;1527;607;7271;;;0;0;0;;;0;0;0;20;7300;1527;607;7271;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;320000110;320004310;28;10220;487;3;7684;;;0;0;0;;;0;0;0;28;10220;487;3;7684;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;320000128;320780158;15;5475;344;1;4426;;;0;0;0;;;0;0;0;15;5475;344;1;4426;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;320000144;320780174;28;10220;584;9;8755;;;0;0;0;;;0;0;0;28;10220;584;9;8755;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;320000151;320780182;5;1825;172;2;2117;;;0;0;0;;;0;0;0;5;1825;172;2;2117;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;320000177;320780208;10;3650;217;11;3438;;;0;0;0;;;0;0;0;10;3650;217;11;3438;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;320780067;320000052;0;0;0;0;0;30;10950;1936;89;6043;;;0;0;0;30;10950;1936;89;6043;;0;;;16;32;4925;;0;;;32;4925;;;16;;;;;;;;;;;;;;;;;;;
MCO;2017;330000217;330780347;12;4380;247;5;2785;;;0;0;0;;;0;0;0;12;4380;247;5;2785;3;256;;;0;;0;;0;;;3;256;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;
MCO;2017;330000332;330780545;70;24890;2715;13;21455;;;0;0;0;;;0;0;0;70;24890;2715;13;21455;8;810;;;620;;0;;0;;;8;810;;;620;1;1;1;1;0;0;1;1;1;75;;;;9744;;9057;;;
MCO;2017;330000340;330780552;166;60590;5892;143;42214;58;21170;3446;47;15068;40;14600;5949;177;22226;264;96360;15287;367;79508;5;4103;2;282;3287;36;6694;6;311;;;47;11108;2;282;3287;1;1;0;1;0;1;1;1;1;;;;;78455;;;;;
MCO;2017;330000555;330781204;108;39420;7028;756;36213;34;12410;1810;90;10329;22;8030;1820;408;5259;164;59860;10658;1254;51801;10;1152;;;1495;7;678;3;350;;;20;2180;;;1495;0;0;0;1;1;1;0;0;0;;5;8;;23798;2172;21844;;2149;1488
MCO;2017;330000571;330781220;64;22834;5135;1706;19878;18;7276;942;48;4487;15;5475;852;226;2022;97;35585;6929;1980;26387;3;6;;;318;7;3156;;249;;;10;3411;;;318;1;1;1;1;0;1;1;1;0;;;;;25693;1724;11203;399;97;92
MCO;2017;330000589;330027509;95;33975;6572;1680;33943;34;11990;1366;42;7626;18;6570;1197;104;3981;147;52535;9135;1826;45550;3;107;;;736;5;1256;;239;;;8;1602;;;736;1;0;1;1;0;1;0;0;1;;;;;21558;2142;27089;0;4446;4295
MCO;2017;330000597;330027509;25;9125;900;40;8367;;;0;0;0;;;0;0;0;25;9125;900;40;8367;;54;;;39;;0;;8;;;;62;;;39;0;0;0;0;0;0;0;0;0;;;;;2122;257;3358;0;1064;4
MCO;2017;330000605;330781253;377;137605;21774;3010;126407;123;44895;6519;263;34575;36;13140;2817;460;9054;536;195640;31110;3733;170036;31;3117;1;116;34344;12;4791;0;0;;;43;7908;1;116;34344;1;1;1;1;1;1;1;1;1;;;;;88354;1788;68428;1497;1513;13905
MCO;2017;330000613;330781261;39;14235;1554;110;13009;0;0;0;0;0;0;0;0;0;0;39;14235;1554;110;13009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;116;0;22;0;3866;169;11260;0;78;212
MCO;2017;330000662;330781329;99;36135;4411;133;21997;48;17520;2510;5;9779;;;0;0;0;147;53655;6921;138;31776;25;1453;;;49643;10;2439;;0;;;35;3892;;;49643;0;0;0;1;0;0;1;0;0;;;;;43020;;35387;;;
MCO;2017;330017989;330000134;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;14624;;0;;0;;;;0;;;14624;;;;;;;;;;;;;;;;;;;
MCO;2017;330058355;330781253;2;730;1117;661;510;;;0;0;0;;;0;0;0;2;730;1117;661;510;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;330780040;330000027;10;3650;2396;69;2945;71;25915;9491;0;11288;;;0;0;0;81;29565;11887;69;14233;;0;;;3;38;10114;;0;;;38;10114;;;3;;;;;;;;;;;;;;;;;;;
MCO;2017;330780081;330000043;62;22630;4802;66;22440;138;50370;5539;117;23382;;;0;0;0;200;73000;10341;183;45822;;0;;;11;22;5708;;0;;;22;5708;;;11;;;;;;;;;;;;;;;;;;;
MCO;2017;330780115;330000076;23;8395;832;41;7024;68;22405;5673;351;12653;;;0;0;0;91;30800;6505;392;19677;4;1;;;9494;27;9757;;0;;;31;9758;;;9494;;;;;;;;;;;;;;;;;;;
MCO;2017;330780206;330000126;14;5110;470;14;3759;33;12045;2724;753;5456;;;0;0;0;47;17155;3194;767;9215;;0;;;2085;22;6173;;0;;;22;6173;;;2085;;;;;;;;;;;;;;;;;;;
MCO;2017;330780255;330010059;;;0;0;0;35;12775;1412;1;3953;;;0;0;0;35;12775;1412;1;3953;;0;;;1;38;10014;;0;;;38;10014;;;1;;;;;;;;;;;;;;;;;;;
MCO;2017;330780263;330000134;40;11564;7966;4223;12505;90;32850;5198;46;21827;30;10950;1807;93;6812;160;55364;14971;4362;41144;1;0;;;2502;51;11245;0;42;;;52;11287;;;2502;;;;;;;;;;;;;;;;;;;
MCO;2017;330780271;330021429;;;0;0;0;45;15445;2012;8;5185;;;0;0;0;45;15445;2012;8;5185;;0;;;0;40;6728;;0;;;40;6728;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;330780354;330000225;25;9125;693;7;7413;;;0;0;0;;;0;0;0;25;9125;693;7;7413;1;2;;;543;;0;;0;;;1;2;;;543;;;;;;;;;;;;;;;;;;;
MCO;2017;330780370;750034589;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;3;1225;;;0;;0;;0;;;3;1225;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;330780446;330000258;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;25586;;0;;0;;;;0;;;25586;;;;;;;;;;;;;;;;;;;
MCO;2017;330780453;330000308;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;20231;;0;;0;;;;0;;;20231;;;;;;;;;;;;;;;;;;;
MCO;2017;330780479;330000274;122;40515;16147;5055;49224;102;37230;4636;35;23031;60;21900;4039;74;16123;284;99645;24822;5164;88378;14;1505;;;11436;27;9854;1;87;;;42;11446;;;11436;;;;;;;;;;;;;;;;;;;
MCO;2017;330780487;330000282;;;0;0;0;20;7150;363;0;391;;;0;0;0;20;7150;363;0;391;;0;;;0;27;5808;;0;;;27;5808;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;330780495;330796392;53;19345;4440;2024;16676;25;9125;966;20;4398;12;4380;623;209;1608;90;32850;6029;2253;22682;1;66;;;205;20;2855;1;124;;;22;3045;;;205;1;0;0;1;0;1;0;0;1;;;;;20894;548;16040;;;2175
MCO;2017;330780503;330000308;59;21535;3333;25;14735;92;33580;6808;76;21829;0;0;0;0;0;151;55115;10141;101;36564;0;2;;;231;46;14593;;0;;;46;14595;;;231;;;;;;;;;;;;;;;;;;;
MCO;2017;330780511;330000316;18;6570;1186;43;3571;54;19710;1765;42;5211;;;0;0;0;72;26280;2951;85;8782;;0;;;2107;3;5794;;0;;;3;5794;;;2107;;;;;;;;;;;;;;;;;;;
MCO;2017;330780529;330796392;46;16790;5085;1787;15921;101;36865;4619;101;23530;1;365;53;2;121;148;54020;9757;1890;39572;1;632;;;765;32;9411;1;98;;;34;10141;;;765;1;0;;1;0;0;1;0;1;;;;;30906;0;7603;7;0;686
MCO;2017;330780537;330000324;62;22630;5377;2173;21432;47;17155;2447;186;10822;13;4745;403;0;1657;122;44530;8227;2359;33911;2;42;0;0;58;15;4221;2;98;0;0;19;4361;0;0;58;1;1;0;1;1;1;1;;1;;70;5;26;1609;533;866;0;0;0
MCO;2017;330781139;330056540;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;2;328;;;31;;0;;0;;;2;328;;;31;;;;;1;;;;;;20;;;2259;;109;;;
MCO;2017;330781303;750821092;16;5840;5177;2791;4715;46;15194;1817;110;8328;0;0;0;0;0;62;21034;6994;2901;13043;0;2;0;0;8;12;880;0;0;0;0;12;882;0;0;8;0;1;0;0;0;0;0;0;0;;;;;22432;0;29409;573;0;4606
MCO;2017;330781337;330781196;60;21530;1282;8;19802;;;0;0;0;;;0;0;0;60;21530;1282;8;19802;4;716;;;71;;0;;0;;;4;716;;;71;0;0;0;0;0;0;0;0;0;;;;;5394;;7402;5372;;26
MCO;2017;330781352;330781196;287;86199;18064;3096;82808;;;0;0;0;;;0;0;0;287;86199;18064;3096;82808;55;6617;;;10360;;0;;0;;;55;6617;;;10360;1;1;0;0;0;0;0;0;0;;;;;44971;0;35888;4578;0;12121
MCO;2017;330781360;330781196;571;183572;42758;10125;202977;498;163304;21102;1927;107411;146;50569;9251;264;43668;1215;397445;73111;12316;354056;70;13771;5;961;25160;45;11132;25;4904;;;140;29807;5;961;25160;0;1;0;0;1;1;0;1;1;;;;;246560;8578;166465;3410;8337;72065
MCO;2017;330781402;330000670;37;14855;2655;26;9865;35;12775;2684;13;6167;;;0;0;0;72;27630;5339;39;16032;;0;;;308;31;6394;;0;;;31;6394;;;308;0;0;0;0;0;0;0;0;0;;;;;206;;;;;
MCO;2017;330782582;330000928;101;36865;2868;201;18397;52;18980;3928;41;11689;40;14600;1254;46;4741;193;70445;8050;288;34827;10;0;;;1412;21;13465;;0;;;31;13465;;;1412;;;;;;;;;;;;;;;;;;;
MCO;2017;330783648;330781196;457;145335;24995;1510;140851;232;75956;7511;801;49857;;;0;0;0;689;221291;32506;2311;190708;98;15791;;;49609;13;2833;;0;;;111;18624;;;49609;1;0;1;1;0;0;0;0;0;20;;;;91167;0;73185;0;0;24267
MCO;2017;330802752;330781196;21;7194;416;3;6608;;;0;0;0;;;0;0;0;21;7194;416;3;6608;6;2157;;;0;;0;;0;;;6;2157;;;0;0;0;0;0;0;0;0;0;0;;;;;4267;;170;;;11
MCO;2017;330804501;330781212;18;5459;545;3;5348;;;0;0;0;;;0;0;0;18;5459;545;3;5348;;0;;;10;;0;;0;;;;0;;;10;0;0;0;0;0;0;0;0;0;;;;;124;;56;;;
MCO;2017;340000025;340022722;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;4;1086;;;0;;0;;0;;;4;1086;;;0;1;0;1;0;1;1;1;1;1;;;;;;;;;;
MCO;2017;340000033;340780055;299;106977;17925;2923;94806;104;37809;5502;188;30661;26;9490;1738;92;6581;429;154276;25165;3203;132048;21;1626;;;5645;12;2663;4;706;;;37;4995;;;5645;1;1;1;1;1;1;1;0;1;90;71;90;145;77311;7878;60039;676;3864;25147
MCO;2017;340000173;340780451;25;9125;449;6;5840;;;0;0;0;;;0;0;0;25;9125;449;6;5840;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;340000207;340780493;93;29450;4601;51;27291;60;18757;2579;26;15494;;;0;0;0;153;48207;7180;77;42785;6;1100;0;0;70364;12;2316;;0;;;18;3416;0;0;70364;0;0;0;0;0;0;0;0;0;;;;;50590;0;28150;0;0;7968
MCO;2017;340000215;340780519;22;8030;573;26;6602;;;0;0;0;;;0;0;0;22;8030;573;26;6602;;0;;;4;;0;;0;;;;0;;;4;;;;;;;;;;;;;;;;;;;
MCO;2017;340000223;340011295;147;53655;8171;895;45451;43;15695;2399;124;11252;25;9125;1539;373;4357;215;78475;12109;1392;61060;11;904;0;0;988;6;937;0;321;0;0;17;2162;0;0;988;1;0;1;1;1;1;1;0;1;40;100;30;40;31161;1924;33528;243;2709;6970
MCO;2017;340000231;340780535;32;10217;736;7;10217;0;;0;0;0;0;;0;0;0;32;10217;736;7;10217;;0;;;44;;0;;0;;;;0;;;44;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;340000249;340780543;10;3650;267;6;3390;;;0;0;0;;;0;0;0;10;3650;267;6;3390;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;;0;;;;;;;133;;;
MCO;2017;340008275;340780477;44;16060;1102;5;15962;0;0;0;0;0;0;0;0;0;0;44;16060;1102;5;15962;7;1312;0;0;29;0;0;0;0;;;7;1312;0;0;29;0;0;0;0;0;0;0;0;0;;;;;3427;0;633;144;0;125
MCO;2017;340009539;340009489;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;13478;;0;;0;;;;0;;;13478;;;;;;;;;;;;;;;;;;;
MCO;2017;340009885;340009877;20;7300;1265;14;4691;40;14600;2814;42;8531;32;11680;1711;27;6740;92;33580;5790;83;19962;;0;;;3175;15;6871;1;161;;;16;7032;;;3175;;;;;;;;;;;;;;;;;;;
MCO;2017;340015502;340000512;118;40640;10761;1097;44088;144;52074;5971;31;27882;0;;0;0;0;262;92714;16732;1128;71970;2;309;;;578;40;8475;;0;;;42;8784;;;578;;;;;;;;;;;;;;;;;;;
MCO;2017;340015965;340000074;33;12045;2968;241;16601;180;65700;8558;166;34577;;;0;0;0;213;77745;11526;407;51178;;2;;;5341;35;10417;;0;;;35;10419;;;5341;;;;;;;;;;;;;;;;;;;
MCO;2017;340015999;340000413;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;30753;;0;;0;;;;0;;;30753;;;;;;;;;;;;;;;;;;;
MCO;2017;340017292;340009489;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;3610;;0;;0;;;;0;;;3610;;;;;;;;;;;;;;;;;;;
MCO;2017;340022979;340000306;25;9125;2670;793;9336;85;31025;5754;149;16513;71;21535;5745;1788;17843;181;61685;14169;2730;43692;1;3;;;30;69;16774;4;166;;;74;16943;;;30;;;;;;;;;;;;;;;;;;;
MCO;2017;340023142;340000413;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;4723;;0;;0;;;;0;;;4723;;;;;;;;;;;;;;;;;;;
MCO;2017;340780139;340000090;;;0;0;0;84;30660;4219;448;13479;;;0;0;0;84;30660;4219;448;13479;;0;;;0;10;4881;;0;;;10;4881;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;340780147;340000108;20;7300;1609;320;5293;19;6935;756;236;2072;;;0;0;0;39;14235;2365;556;7365;;0;;;0;9;1139;;0;;;9;1139;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;340780154;340000116;20;7300;2039;374;7512;21;7665;626;10;2996;0;0;0;0;0;41;14965;2665;384;10508;0;0;;;59;20;6047;0;0;;;20;6047;;;59;;;;;;;;;;;;;;;;;;;
MCO;2017;340780436;340011295;42;15330;1078;8;14064;;;0;0;0;;;0;0;0;42;15330;1078;8;14064;1;1;;;1;;0;;0;;;1;1;;;1;0;0;1;1;1;0;1;0;0;60;100;;;5441;391;5006;0;104;5486
MCO;2017;340780444;340009893;10;3650;154;4;3200;;;0;0;0;;;0;0;0;10;3650;154;4;3200;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;340780568;340000256;17;6205;1186;3;6658;;;0;0;0;;;0;0;0;17;6205;1186;3;6658;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;340780634;340000272;35;12775;1822;91;12420;80;29200;6346;354;16820;;;0;0;0;115;41975;8168;445;29240;1;14;;;925;41;16547;;0;;;42;16561;;;925;;;;;;;;;;;;;;;;;;;
MCO;2017;340780642;340785856;40;10250;2279;74;9931;119;19000;4419;50;15695;;;0;0;0;159;29250;6698;124;25626;2;4346;;;2626;20;4524;;0;;;22;8870;;;2626;1;1;1;1;1;0;0;1;1;18;30;;40;62300;;47442;;;1140
MCO;2017;340780667;340000280;121;44165;7690;147;54580;89;32485;4438;107;20795;0;0;0;0;0;210;76650;12128;254;75375;15;3323;0;0;7157;22;9826;0;0;0;0;37;13149;0;0;7157;;;;;;;;;;;;;;0;0;0;0;0;0
MCO;2017;340780675;340000298;58;21170;2433;45;20256;42;15330;1615;15;5501;58;21170;3149;37;12844;158;57670;7197;97;38601;43;44;;;10138;33;6325;1;678;;;77;7047;;;10138;0;0;0;0;0;0;0;0;0;;;;;331;;2;;;
MCO;2017;340780717;340023225;28;10220;2407;247;10317;25;9125;1526;70;6671;12;4380;478;61;1385;65;23725;4411;378;18373;;0;;;203;12;3482;1;110;;;13;3592;;;203;;;;;;;;;;;;;;;;;;;
MCO;2017;340780725;340000330;4;1460;700;65;728;13;4745;823;0;2194;0;0;0;0;0;17;6205;1523;65;2922;0;0;0;0;3;22;6348;0;0;0;0;22;6348;0;0;3;;;;;;;;;;;;;;;;;;;
MCO;2017;340780741;340000348;0;0;0;0;0;38;12100;2618;112;9074;25;8099;636;41;2177;63;20199;3254;153;11251;0;0;0;0;61;12;7160;1;228;;;13;7388;0;0;61;;;;;;;;;;;;;;;;;;;
MCO;2017;340780840;340000413;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;31181;;0;;0;;;;0;;;31181;;;;;;;;;;;;;;;;;;;
MCO;2017;340781608;340015171;46;16790;1202;5;13880;;;0;0;0;;;0;0;0;46;16790;1202;5;13880;;0;;;19;;0;;0;;;;0;;;19;;;;;;;;;;;;;;142;;2;;;2
MCO;2017;340782036;340780477;312;108440;11969;250;96554;56;18729;2984;75;15811;;;0;0;0;368;127169;14953;325;112365;62;7008;;;16152;8;459;;0;;;70;7467;;;16152;0;1;0;1;0;0;0;0;0;;;;;73829;0;34343;0;0;23908
MCO;2017;340782085;340780477;126;41633;5809;309;36471;116;42340;7806;642;27875;;;0;0;0;242;83973;13615;951;64346;12;2030;;;1278;23;5213;;0;;;35;7243;;;1278;0;0;0;0;0;1;0;0;1;;;;;76316;0;80589;132;20;26926
MCO;2017;340785161;340780477;283;96279;19282;28399;79746;150;54420;8870;749;39763;;;0;0;0;433;150699;28152;29148;119509;37;6953;;;3943;15;4011;;0;;;52;10964;;;3943;0;0;1;0;0;1;0;1;0;;;;;120683;20;79168;300;52;36348
MCO;2017;340796663;340780477;263;92067;13296;562;77776;56;20260;2574;27;15548;88;32120;6435;1319;25627;407;144447;22305;1908;118951;36;5821;;;5896;6;1218;20;3431;;;62;10470;;;5896;1;0;0;0;0;1;1;0;0;;;;;73273;9530;73188;0;17055;21184
MCO;2017;350000014;350005179;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;684;;;0;;0;;0;;;5;684;;;0;;;;;;;;;;;;;;1359;;5;;;1
MCO;2017;350000063;220020739;33;12045;625;13;9095;;;0;0;0;;;0;0;0;33;12045;625;13;9095;5;2;;;33;;0;;0;;;5;2;;;33;1;0;0;1;1;0;0;0;0;;56;;;828;;282;;;
MCO;2017;350000071;920028560;22;8030;696;56;5379;;;0;0;0;;;0;0;0;22;8030;696;56;5379;0;0;0;0;149;;0;;0;;;0;0;0;0;149;0;0;0;0;1;0;0;0;0;;;;;435;;190;;;
MCO;2017;350000121;350000303;111;40515;4363;164;40272;224;81760;15061;1080;52084;48;17520;2700;69;11828;383;139795;22124;1313;104184;22;10;;;11533;65;22761;3;33;;;90;22804;;;11533;;;;;;;;;;;;;;;;;;;
MCO;2017;350000139;350001137;9;3285;1416;228;6257;77;28105;3378;194;10029;57;20805;5076;148;20368;143;52195;9870;570;36654;0;3899;;;7;30;4122;4;1701;;;34;9722;;;7;1;0;0;1;0;1;0;0;0;;;4;;76274;8744;34826;;17965;10582
MCO;2017;350000147;350000022;307;106580;15427;719;97282;54;19590;3626;361;17111;31;11023;2439;97;10114;392;137193;21492;1177;124507;10;2569;0;0;10701;13;1525;2;742;;;25;4836;0;0;10701;1;1;1;1;1;1;1;1;0;91;40;42;0;48224;781;30271;3;4512;13865
MCO;2017;350000154;350000030;134;45130;6812;264;42836;28;10028;1572;129;6652;18;6570;1080;49;4264;180;61728;9464;442;53752;7;1177;;;548;5;865;2;239;;;14;2281;;;548;1;0;1;1;1;1;1;1;0;90;27;38;;27975;2070;34349;11;4165;6040
