BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM
MCO;2017;010000024;010780054;277;103867;15561;943;87982;73;25163;3835;123;18273;43;15695;3909;887;12813;393;144725;23305;1953;119068;14;2480;;;38362;20;5026;4;0;;;38;7506;;;38362;1;1;1;1;1;1;1;1;1;;;;;96321;6685;64007;589;9580;6070
MCO;2017;010000032;010780062;66;24090;3805;228;20111;17;6205;1065;28;5185;10;3650;559;57;1895;93;33945;5429;313;27191;4;81;;;921;5;1222;0;97;;;9;1400;;;921;1;0;1;1;1;1;1;1;0;123;51;31;;17837;1404;18113;0;1460;2101
MCO;2017;010000065;010780096;59;21535;2288;17;19725;;;0;0;0;;;0;0;0;59;21535;2288;17;19725;;0;;;2;;0;;0;;;;0;;;2;0;0;1;0;0;0;1;0;0;;;;;;;;;;
MCO;2017;010000099;010780120;9;3285;143;0;1990;;;0;0;0;;;0;0;0;9;3285;143;0;1990;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;010000107;010780138;15;5475;245;2;2790;;;0;0;0;;;0;0;0;15;5475;245;2;2790;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;010000115;010009132;12;4380;148;0;2813;;;0;0;0;;;0;0;0;12;4380;148;0;2813;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;010000131;010009132;8;2920;165;2;2668;;;0;0;0;;;0;0;0;8;2920;165;2;2668;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;010000180;010007987;10;3650;353;0;3013;;;0;0;0;;;0;0;0;10;3650;353;0;3013;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;010000214;010007987;20;7300;262;1;4311;;;0;0;0;;;0;0;0;20;7300;262;1;4311;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;1;0;0;;;;;960;;;;;2817
MCO;2017;010005239;010008407;68;24418;4683;364;21885;26;8335;1306;62;5604;21;7665;817;146;2566;115;40418;6806;572;30055;7;818;;;255;7;1492;1;143;;;15;2453;;;255;1;0;1;1;1;1;0;0;1;48;89;22;23;24128;4782;31878;0;4312;7747
MCO;2017;010007300;010007292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2283;0;0;;;2;2283;0;0;0;;;;;;;;;;;;;;;;;;;
MCO;2017;010780195;010000156;66;24090;3997;1334;14335;69;25185;5918;173;18781;;;0;0;0;135;49275;9915;1507;33116;;0;;;3196;31;9443;;0;;;31;9443;;;3196;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;010780203;010010718;26;9490;3381;579;11694;46;16790;1825;134;6009;15;5475;799;17;3339;87;31755;6005;730;21042;3;821;;;194;21;4753;;0;;;24;5574;;;194;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;010780294;690000278;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;1;;;8532;;0;;0;;;;1;;;8532;;;;;;;;;;;;;;;;;;;
MCO;2017;020000089;020000022;28;10220;1222;119;9146;0;0;0;0;0;0;0;0;0;0;28;10220;1222;119;9146;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;1;1;1;0;0;1;0;1;1;100;;40;100;9675;;6092;;542;1434
MCO;2017;020000097;020000048;35;12775;647;1;9202;;;0;0;0;;;0;0;0;35;12775;647;1;9202;8;1898;0;;0;;0;;0;;;8;1898;0;;0;0;1;0;0;0;0;0;0;1;;;;;813;;516;;;
MCO;2017;020000105;020000055;15;3943;413;2;3975;;;0;0;0;;;0;0;0;15;3943;413;2;3975;;0;;;0;;0;;0;;;;0;;;0;1;0;1;;0;0;0;1;0;0;;;;1119;45;858;;7;
MCO;2017;020000162;020000063;282;98222;16330;1067;89181;76;29164;5282;278;19625;29;10585;1946;127;7191;387;137971;23558;1472;115997;21;3138;2;393;44887;26;6034;0;837;0;0;47;10009;2;393;44887;1;1;1;1;1;1;1;1;1;;95;;;135402;37;103820;0;3190;15097
MCO;2017;020000246;020000071;36;13140;510;7;6226;;;0;0;0;;;0;0;0;36;13140;510;7;6226;;0;;;0;;0;;0;;;;0;;;0;0;0;1;0;0;0;0;0;0;8;;;;862;44;71;;33;17
MCO;2017;020000360;020014742;;;0;0;0;30;10950;1459;22;4222;;;0;0;0;30;10950;1459;22;4222;;1555;;;1;18;3922;;0;;;18;5477;;;1;;;;;;;;;;;;;;;;;;;
MCO;2017;020000394;020000253;145;52925;6920;424;45586;51;17703;2835;130;11357;20;7300;1335;93;5297;216;77928;11090;647;62240;12;1112;;;8535;11;1527;0;250;;;23;2889;;;8535;1;0;1;1;1;1;1;1;1;66;50;14;44;;;;;;
MCO;2017;020000519;020000261;208;75920;12464;1825;61003;43;15695;1870;154;8891;35;12775;2480;494;7659;286;104390;16814;2473;77553;8;1;;;14154;14;3802;;0;;;22;3803;;;14154;1;0;1;1;1;1;1;1;1;35;20;25;90;66810;1721;62021;51;4676;28945
MCO;2017;020000535;020000287;125;45625;5288;230;36742;14;5874;956;58;4414;20;8803;974;54;4013;159;60302;7218;342;45169;7;530;2;430;1779;21;3594;1;217;;;29;4341;2;430;1779;1;1;1;1;0;1;1;0;1;180;0;30;60;29791;501;30896;;1891;578
MCO;2017;020001061;020004404;140;51981;7539;1059;43519;15;5475;1178;70;4365;18;6872;931;9;3924;173;64328;9648;1138;51808;2;109;2;80;122;10;2612;1;149;;;13;2870;2;80;122;1;0;1;1;1;1;1;0;0;23;39;23;;27640;3142;24644;638;2782;16575
MCO;2017;020001087;020004495;60;21900;3095;1226;16100;;;0;0;0;;;0;0;0;60;21900;3095;1226;16100;;0;;;0;;0;;0;;;;0;;;0;1;1;1;0;0;1;1;0;0;;;;;;;;;;
MCO;2017;020010047;020001632;35;12775;2013;600;11326;68;24820;3685;3;12294;20;7300;1036;3;3697;123;44895;6734;606;27317;4;348;;;4422;40;8147;0;0;;;44;8495;;;4422;;;;;;;;;;;;;;;;;;;
MCO;2017;030000061;030780092;235;85775;9914;927;68855;65;23725;4170;234;21538;26;9490;1371;8;5567;326;118990;15455;1169;95960;15;531;;;24004;9;2111;2;217;;;26;2859;;;24004;1;0;1;1;1;1;1;0;1;;;55;313;53985;5371;54291;1884;3534;16000
MCO;2017;030000079;030780100;253;88335;14254;2066;84603;33;11971;1796;104;8678;33;11613;1916;83;6529;319;111919;17966;2253;99810;2;1230;;;9689;4;809;3;566;;;9;2605;;;9689;1;1;1;1;1;1;1;1;1;;;;;48038;2884;52696;36;3109;12711
MCO;2017;030000087;030780118;237;84081;14977;2152;75240;74;26761;4045;246;19928;23;10333;2088;338;6002;334;121175;21110;2736;101170;8;624;;;12881;21;5812;;0;;;29;6436;;;12881;1;1;1;1;1;1;1;1;1;143;143;66;;59907;2715;64613;0;4191;8355
MCO;2017;030000095;030780126;8;2920;82;0;2185;;;0;0;0;;;0;0;0;8;2920;82;0;2185;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;030002208;030002158;10;3650;284;1;4941;0;0;0;0;0;0;0;0;0;0;10;3650;284;1;4941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;470;0;0;0;0;0
MCO;2017;030780548;030000194;10;3650;201;9;1152;57;20805;2035;49;5205;;;0;0;0;67;24455;2236;58;6357;2;1;;;45;26;5372;;0;;;28;5373;;;45;;;;;;;;;;;;;;;;;;;
MCO;2017;030781116;030000426;90;32850;2668;18;26206;83;30295;4986;50;20046;;;0;0;0;173;63145;7654;68;46252;3;0;;;5947;33;8244;0;0;;;36;8244;;;5947;;;;;;;;;;;;;;;;;;;
MCO;2017;030785430;030785422;25;9125;2220;6;8034;64;21376;1981;5;5427;;;0;0;0;89;30501;4201;11;13461;3;2;;;1394;27;5176;;0;;;30;5178;;;1394;;;;;;;;;;;;;;;;;;;
MCO;2017;040000036;040780132;5;1825;87;5;958;;;0;0;0;;;0;0;0;5;1825;87;5;958;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;040000044;040780140;4;1460;83;6;546;0;0;0;0;0;0;0;0;0;0;4;1460;83;6;546;0;0;;;0;0;0;0;0;;;0;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;040000093;040780215;127;45215;7432;839;40657;41;14965;2069;89;10453;18;6570;1160;64;4271;186;66750;10661;992;55381;10;66;;;4994;10;1829;1;542;;;21;2437;;;4994;0;0;1;1;0;1;0;1;1;;;;200;22899;1420;13540;;4470;2116
MCO;2017;040000119;040780231;4;1460;217;0;1287;;;0;0;0;;;0;0;0;4;1460;217;0;1287;0;0;;;0;;0;0;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;
MCO;2017;040000127;040780249;4;1460;93;2;1038;;;0;0;0;;;0;0;0;4;1460;93;2;1038;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;040000135;050002948;34;12410;1975;323;10626;0;0;0;0;0;0;0;0;0;0;34;12410;1975;323;10626;2;11;1;11;81;0;0;0;0;0;0;2;11;1;11;81;0;1;0;1;1;1;1;1;1;;;;;7688;687;18422;15;238;491
MCO;2017;040000911;040788879;105;38142;4880;659;38593;30;10628;1455;43;6357;17;6205;721;143;2371;152;54975;7056;845;47321;15;610;;;1715;16;2567;1;253;;;32;3430;;;1715;1;0;1;1;1;1;1;1;1;110;7;;44;35798;652;29076;43;9461;11927
MCO;2017;040780470;040000192;;;0;0;0;47;16121;734;3;2848;;;0;0;0;47;16121;734;3;2848;;0;;;0;20;5295;;0;;;20;5295;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;050000090;050006931;29;10585;220;0;720;29;10585;1946;0;4432;;;0;0;0;58;21170;2166;0;5152;29;14;;;435;25;9570;;0;;;54;9584;;;435;;;;;;;;;;;;;;;;;;;
MCO;2017;050000223;050000108;4;1347;77;2;1220;0;0;0;0;0;0;0;0;0;0;4;1347;77;2;1220;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;050000231;050000116;46;16790;3249;809;12921;26;9410;2195;128;7174;9;3285;745;195;2171;81;29485;6189;1132;22266;5;259;;;4246;5;1603;;0;;;10;1862;;;4246;1;1;1;1;1;1;1;1;1;;;;;21721;1575;18861;4;1734;3155
MCO;2017;050000256;050000124;28;10220;1183;162;8110;0;;0;0;0;0;;0;0;0;28;10220;1183;162;8110;;0;;;12;;0;;0;;;;0;;;12;0;0;0;0;0;1;0;0;0;;;;;1497;783;7377;;588;
MCO;2017;050000330;050007145;5;1825;36;1;484;;;0;0;0;;;0;0;0;5;1825;36;1;484;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;050000348;050002948;163;59515;9773;1042;55058;60;22524;4206;179;15606;22;8030;1945;72;7124;245;90069;15924;1293;77788;23;237;2;148;13161;14;2511;3;129;0;0;40;2877;2;148;13161;1;0;1;1;0;1;1;1;1;;;;;45408;3742;42252;393;989;5834
MCO;2017;060000163;060780327;4;1460;52;1;474;;;0;0;0;;;0;0;0;4;1460;52;1;474;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;060000304;060780657;5;1825;156;1;1718;0;0;0;0;0;0;0;0;0;0;5;1825;156;1;1718;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;060000411;060780780;6;2190;80;3;1097;0;0;0;0;0;0;0;0;0;0;6;2190;80;3;1097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2017;060000478;060780897;163;59495;8511;589;47161;75;27375;2993;95;13403;32;11680;3989;96;15730;270;98550;15493;780;76294;26;581;;;2667;9;2138;2;337;;;37;3056;;;2667;1;1;1;1;1;1;1;1;1;;;;;131330;;;;;
MCO;2017;060000486;060780905;12;4380;227;6;3626;;;0;0;0;;;0;0;0;12;4380;227;6;3626;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;060000494;060780921;5;1825;73;1;1119;0;;0;0;0;0;;0;0;0;5;1825;73;1;1119;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;060000510;060780954;230;82612;11934;850;74021;72;26280;3712;212;19111;22;8030;1525;72;5158;324;116922;17171;1134;98290;22;771;0;0;2562;9;2464;3;380;;;34;3615;0;0;2562;1;1;1;1;1;1;1;1;1;100;40;25;75;47603;2741;34114;15;4429;9849
MCO;2017;060000528;060780962;93;31678;4692;40;29868;43;15335;2652;896;6307;0;0;0;0;0;136;47013;7344;936;36175;51;728;0;0;58940;13;834;0;0;0;0;64;1562;0;0;58940;1;1;0;1;0;0;1;0;0;;;;;51501;0;45261;;0;10921
MCO;2017;060000536;060006889;8;2408;88;2;1516;;;0;0;0;;;0;0;0;8;2408;88;2;1516;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;060000544;060780988;242;87716;16508;2933;78528;83;30340;4040;178;19102;28;10220;2072;84;8454;353;128276;22620;3195;106084;27;2883;;;12232;19;2997;2;697;;;48;6577;;;12232;1;1;1;1;1;1;1;1;1;69;;15;;74855;1457;44909;1062;4637;9005
MCO;2017;060002102;060791761;53;19345;2857;702;19178;42;15330;1685;194;9847;;;0;0;0;95;34675;4542;896;29025;;0;;;31;9;1929;;161;;;9;2090;;;31;1;1;0;1;1;0;0;0;0;;;;;13439;;;;;
MCO;2017;060010949;060790540;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;9178;;0;;0;;;;0;;;9178;;;;;;;;;;;;;;;;;;;
MCO;2017;060021276;060790540;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;9628;;0;;0;;;;0;;;9628;;;;;;;;;;;;;;;;;;;
MCO;2017;060021417;060000221;20;7300;470;0;4373;57;20440;2940;0;8116;;;0;0;0;77;27740;3410;0;12489;;19;;;233;44;13191;1;82;;;45;13292;;;233;;;;;;;;;;;;;;;;;;;
MCO;2017;060780442;060000213;;;0;0;0;30;10950;1508;3;1785;;;0;0;0;30;10950;1508;3;1785;;0;;;0;10;4237;;0;;;10;4237;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;060780491;060790797;56;20440;3406;20;21802;72;26280;3847;122;15814;;;0;0;0;128;46720;7253;142;37616;10;5562;;;2;23;4299;;0;;;33;9861;;;2;;;;;;;;;;;;;;;;;;;
MCO;2017;060780517;060000239;67;24455;2906;0;16387;80;29200;4626;11;19100;34;12410;1695;29;5693;181;66065;9227;40;41180;4;594;0;0;7858;42;15493;2;265;;;48;16352;0;0;7858;;;;;;;;;;;;;;;;;;;
MCO;2017;060780590;060000270;;;0;0;0;54;19710;2106;0;6655;;;0;0;0;54;19710;2106;0;6655;;0;;;315;10;6347;;40;;;10;6387;;;315;;;;;;;;;;;;;;;;;;;
MCO;2017;060780665;060000312;20;7300;557;6;4496;12;4380;410;6;1583;;;0;0;0;32;11680;967;12;6079;;0;;;0;13;3166;;0;;;13;3166;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;060780699;060000346;;;0;0;0;;;0;0;0;2;400;0;0;0;2;400;0;0;0;;0;;;19;13;1985;4;83;;;17;2068;;;19;;;;;;;;;;;;;;;;;;;
MCO;2017;060780715;060000361;66;21900;7553;32;35927;160;58400;6930;86;24514;30;10950;1603;29;6201;256;91250;16086;147;66642;4;0;;;9410;61;18766;;0;;;65;18766;;;9410;;;;;;;;;;;;;;;;;;;
MCO;2017;060780723;060004959;16;5840;2369;3;8640;71;25915;2608;2;9027;;;0;0;0;87;31755;4977;5;17667;0;3;;;4667;31;9464;;0;;;31;9467;;;4667;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;060780756;060000403;6;2190;291;2;1925;40;14600;2069;0;5052;53;19345;2540;45;10893;99;36135;4900;47;17870;;0;;;14;15;7169;0;119;;;15;7288;;;14;;;;;;;;;;;;;;;;;;;
MCO;2017;060780947;060800174;70;25259;7113;1553;19623;30;9910;2733;486;5992;;;0;0;0;100;35169;9846;2039;25615;7;1243;;;381;14;2826;;0;;;21;4069;;;381;1;1;1;1;1;1;1;1;1;;;;;57767;;54756;4542;0;12718
MCO;2017;060781200;060000635;36;13140;2932;13;19196;61;22265;1447;3;5185;0;;92;91;1;97;35405;4471;107;24382;;0;;;99;19;6619;0;94;;;19;6713;;;99;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;060785003;060785011;323;117341;18678;2940;93023;246;85087;19275;1245;71693;0;0;0;0;0;569;202428;37953;4185;164716;41;5236;0;0;31663;31;6433;;0;;;72;11669;0;0;31663;0;0;;0;;0;;;;;;;;149065;0;124503;850;1;84613
MCO;2017;060785219;060001468;124;45260;4855;61;33540;;;0;0;0;;;0;0;0;124;45260;4855;61;33540;20;67;;;8271;;0;;0;;;20;67;;;8271;;;;;;;;;;;;;;;;;;;
MCO;2017;060788957;060785011;50;18192;2253;18;17846;;;0;0;0;;;0;0;0;50;18192;2253;18;17846;4;2484;0;;46;;0;;0;;;4;2484;0;;46;;;;;;;;;;;;;;15590;;22583;11693;0;2192
MCO;2017;060789195;060785011;327;115134;14353;3034;97349;68;27764;2772;48;17204;74;26645;6281;1199;23921;469;169543;23406;4281;138474;49;3211;1;7;15878;10;998;11;586;;;70;4795;1;7;15878;;;;;;;;;;;;;;113246;4949;48289;194;24200;64925
MCO;2017;060791811;060010808;91;33215;2581;31;29618;;;0;0;0;;;0;0;0;91;33215;2581;31;29618;4;874;0;0;125;;0;;0;;;4;874;0;0;125;1;1;1;1;1;0;1;1;1;;;;;1424;;679;;;0
MCO;2017;060792926;330058918;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;11717;;0;;0;;;;0;;;11717;;;;;;;;;;;;;;;;;;;
MCO;2017;060794013;060790797;44;16060;2198;20;14385;24;8760;3094;993;6263;;;0;0;0;68;24820;5292;1013;20648;;0;;;5;;0;;0;;;;0;;;5;1;0;0;0;0;0;0;0;0;;;;;3002;;7758;;;
MCO;2017;060800166;060780608;15;5475;640;1;4635;83;30295;3814;16;15306;;;0;0;0;98;35770;4454;17;19941;;0;;;173;35;11996;;0;;;35;11996;;;173;;;;;;;;;;;;;;;;;;;
MCO;2017;070000013;070002878;73;26645;2311;141;22850;26;9490;1325;44;6028;9;3285;416;117;1105;108;39420;4052;302;29983;8;69;0;0;1125;10;1114;0;0;0;0;18;1183;0;0;1125;;;;;;;;;;;;;;12241;1452;25809;0;1129;4450
MCO;2017;070000021;070780101;15;5475;344;0;3751;;;0;0;0;;;0;0;0;15;5475;344;0;3751;0;4;;;0;;0;;0;;;0;4;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;070000039;070780119;16;5840;197;4;2259;;;0;0;0;;;0;0;0;16;5840;197;4;2259;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;070000047;070780127;7;2543;178;4;2588;;;0;0;0;;;0;0;0;7;2543;178;4;2588;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;;0;0
MCO;2017;070000062;070005558;8;2920;172;3;2643;;;0;0;0;;;0;0;0;8;2920;172;3;2643;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;070000070;070780150;20;7300;392;26;5554;;;0;0;0;;;0;0;0;20;7300;392;26;5554;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;295;;1879;;;
MCO;2017;070000096;070780184;8;2920;185;0;2554;;;0;0;0;;;0;0;0;8;2920;185;0;2554;6;201;0;0;26;;0;;0;;;6;201;0;0;26;1;1;1;1;1;0;0;0;0;;;;;853;1375;270;;;
MCO;2017;070000112;070780218;15;5475;271;3;4198;;;0;0;0;;;0;0;0;15;5475;271;3;4198;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;070000146;070004742;8;2920;107;0;1064;;;0;0;0;;;0;0;0;8;2920;107;0;1064;1;1;;;0;;0;;0;;;1;1;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;070000179;070780358;145;52925;8717;1401;43378;39;14235;1912;222;10597;20;7300;1079;69;4022;204;74460;11708;1692;57997;10;498;;;14794;18;3096;1;101;;;29;3695;;;14794;1;0;0;1;1;1;0;0;1;;;;;40887;6;73971;10;1038;15840
MCO;2017;070000187;070780366;12;4380;408;22;3517;0;0;0;0;0;0;0;0;0;0;12;4380;408;22;3517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2017;070000195;070780374;38;11138;1653;9;12120;0;0;0;0;0;0;0;0;0;0;38;11138;1653;9;12120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;070000203;070780382;11;4015;202;13;2520;;;0;0;0;;;0;0;0;11;4015;202;13;2520;;0;;;8;;0;;0;;;;0;;;8;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;070000484;070005566;10;3650;747;2;4062;;;0;0;0;;;0;0;0;10;3650;747;2;4062;;0;;;0;;0;;0;;;;0;;;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;070000609;070005566;140;51100;7422;782;42760;34;12410;2080;139;9108;16;5840;933;71;3343;190;69350;10435;992;55211;10;522;;;3887;9;2201;1;276;;;20;2999;;;3887;1;1;0;1;1;1;1;1;1;;;;;;;;;;
MCO;2017;070780168;070000088;4;1460;52;0;578;55;20075;1432;20;4668;;;0;0;0;59;21535;1484;20;5246;;0;;;16;6;4148;;0;;;6;4148;;;16;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;070780408;070000229;;;4;0;24;22;4888;686;49;1665;;;0;0;0;22;4888;690;49;1689;;0;;;2;10;2337;;0;;;10;2337;;;2;;;;;;;;;;;;;;;;;;;
MCO;2017;070780424;070000245;22;6570;1332;95;6677;126;45990;6533;289;31523;26;9490;1160;34;4475;174;62050;9025;418;42675;1;108;;;15;20;8013;;0;;;21;8121;;;15;;;;;;;;;;;;;;;;;;;
MCO;2017;080000110;080000037;122;42723;6731;1215;33299;19;8591;1182;71;4453;16;5928;1020;97;3459;157;57242;8933;1383;41211;5;1145;;;161;4;751;2;256;;;11;2152;;;161;1;0;0;;1;1;1;0;1;;;;;17455;2769;17033;8;3076;4115
MCO;2017;080000219;080001969;40;14600;3458;1481;15613;25;9125;1463;83;7077;0;0;35;34;1;65;23725;4956;1598;22691;1;63;;;14;10;1976;;0;;;11;2039;;;14;1;1;0;1;0;0;1;1;1;;;;60;13495;1892;22740;202;790;26097
MCO;2017;080000276;080001969;24;8760;1902;755;8050;;;0;0;0;;;0;0;0;24;8760;1902;755;8050;0;1;;;2;;0;;0;;;0;1;;;2;0;0;0;1;0;0;1;0;0;;;;;4805;172;6595;0;110;7253
MCO;2017;080000284;080000060;15;5475;314;22;4535;;;0;0;0;;;0;0;0;15;5475;314;22;4535;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;1;1;0;;;;;1109;;6971;;;2319
MCO;2017;080000300;080000078;8;2477;170;2;2415;;;0;0;0;;;0;0;0;8;2477;170;2;2415;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;080000425;080000615;300;103780;15194;2227;91615;71;25915;3825;121;18086;42;15330;2400;80;9058;413;145025;21419;2428;118759;38;3080;0;0;16986;15;1974;4;874;0;0;57;5928;0;0;16986;1;1;1;1;1;1;1;1;0;;56;;;61579;4436;78831;200;4420;30675
MCO;2017;080010465;080010242;;;0;0;0;4;1460;182;3;778;;;0;0;0;4;1460;182;3;778;;0;;;0;7;703;;0;;;7;703;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;080010473;080010242;17;6205;731;8;4649;59;21535;1919;21;8678;;;0;0;0;76;27740;2650;29;13327;10;3111;;;291;15;4346;;0;;;25;7457;;;291;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;090000175;090781774;154;57524;9622;2215;46780;63;22175;3852;586;17463;25;9125;1337;85;5812;242;88824;14811;2886;70055;20;1789;;;10564;11;2689;2;272;;;33;4750;;;10564;1;0;1;1;1;1;1;1;1;60;90;60;;78417;7127;87911;;615;20105
MCO;2017;090000183;090781816;53;19345;2337;518;16295;20;7215;1123;84;4919;4;1460;338;132;775;77;28020;3798;734;21989;2;27;;;399;8;1400;;0;;;10;1427;;;399;1;1;1;1;1;1;1;1;1;;;;;16357;586;28914;1150;8244;6583
MCO;2017;090001629;090780107;20;6990;595;3;5932;;;0;0;0;;;0;0;0;20;6990;595;3;5932;0;0;;;0;5;1132;;0;;;5;1132;;;0;1;0;0;0;0;1;0;0;0;;;10;;2839;315;4547;;203;
MCO;2017;100000082;100001148;;;0;0;0;46;16790;1245;86;3871;;;0;0;0;46;16790;1245;86;3871;;0;;;0;15;2562;;0;;;15;2562;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;100000090;100000017;328;118835;15809;570;109068;105;38325;5492;115;30864;51;18615;3023;19;12266;484;175775;24324;704;152198;40;3635;;;28594;10;2925;0;860;;;50;7420;;;28594;1;1;1;1;1;1;1;1;1;80;94;60;100;88402;6003;76218;567;5846;25526
MCO;2017;100000116;100000041;8;2920;148;6;1966;;;0;0;0;;;0;0;0;8;2920;148;6;1966;;0;;;1;;0;;0;;;;0;;;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2017;100000124;100009075;18;6570;888;18;4091;100;36500;3387;25;12184;;;0;0;0;118;43070;4275;43;16275;;0;;;176;11;4293;;0;;;11;4293;;;176;;;;;;;;;;;;;;;;;;;
MCO;2017;100000140;100000058;10;3650;240;9;2798;;;0;0;0;;;0;0;0;10;3650;240;9;2798;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2017;100000157;100009075;;;0;0;0;68;24820;812;17;1290;;;0;0;0;68;24820;812;17;1290;;0;;;138;20;4145;;0;;;20;4145;;;138;;;;;;;;;;;;;;;;;;;
