BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;PCON;PACT;PDEN
MCO;2014;590812186;590782421;18;6631;498;9;5358;0;0;0;0;0;0;0;0;0;0;18;6631;498;9;5358;10;2689;0;0;0;0;0;0;0;0;0;10;2689;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2317;79;0
MCO;2014;590813176;590005278;0;;1736;1678;285;40;12025;3820;2022;9588;;;0;0;0;40;12025;5556;3700;9873;0;0;;;0;11;0;;0;;;11;0;;;0;0;0;;0;0;0;0;0;0;;;;;;;
MCO;2014;590813382;590000386;6;2190;49;0;511;44;16060;2843;28;10791;34;12410;1604;47;5508;84;30660;4496;75;16810;;0;;;2;27;5410;;0;;;27;5410;;;2;;;;;;;;;;;;;;;;
MCO;2014;590813507;590000485;23;5312;1065;0;4544;102;10848;2259;0;11040;23;5040;1449;33;5957;148;21200;4773;33;21541;0;3735;;;1;7;45;0;147;;;7;3927;;;1;;;;;;;;;;;;;;;;
MCO;2014;590813747;590001467;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1492;;0;;0;;;;0;;;1492;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;590815056;590005492;16;5840;269;2;3187;51;18615;2333;9;9660;;;0;0;0;67;24455;2602;11;12847;;1;;;5496;19;6502;;0;;;19;6503;;;5496;;;;;;;;;;;;;;;;
MCO;2014;590816310;590000048;4;1460;363;24;2705;86;31390;3757;106;12154;33;12045;1885;54;7177;123;44895;6005;184;22036;;0;;;286;33;8855;;0;;;33;8855;;;286;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;590817458;590053955;6;2190;167;1;1221;68;24820;2103;4;4932;;;0;0;0;74;27010;2270;5;6153;0;0;;;1981;19;7073;;0;;;19;7073;;;1981;;;;;;;;;;;;;;;;
MCO;2014;590817839;590053955;10;3650;467;0;987;25;9125;1773;15;4824;30;10950;1305;29;4856;65;23725;3545;44;10667;;7;;;11;5;1485;;21;;;5;1513;;;11;;;;;;;;;;;;;;;;
MCO;2014;600000053;600101984;165;56530;6720;343;48919;10;8060;880;29;4978;46;16790;2880;228;11598;221;81380;10480;600;65495;6;239;;;2078;7;1112;1;1239;;;14;2590;;;2078;1;1;0;1;1;1;1;1;1;;100;20;160;41438;2968;0
MCO;2014;600000152;600100572;20;7300;507;4;5727;0;0;0;0;0;0;0;0;0;0;20;7300;507;4;5727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;;;;;13645;2500;0
MCO;2014;600000186;600100648;38;13870;1685;35;12070;18;6570;1012;1;4239;9;3616;543;44;1950;65;24056;3240;80;18259;2;22;0;0;78;7;908;1;211;0;0;10;1141;0;0;78;1;0;1;1;0;1;1;1;1;30;;15;200;18541;6160;378
MCO;2014;600000194;600100713;287;106089;14222;1285;90398;78;27894;4229;170;19497;64;23360;3588;162;16512;429;157343;22039;1617;126407;31;1684;;;24783;26;2719;4;822;;;61;5225;;;24783;1;1;1;1;1;1;1;1;1;84;61;55;156;126373;36697;14795
MCO;2014;600000285;600100721;66;24090;2544;149;19411;;;0;0;0;;;0;0;0;66;24090;2544;149;19411;1;40;;;88;12;1254;;111;;;13;1405;;;88;1;1;0;1;1;1;1;0;1;;60;12;90;47959;;325
MCO;2014;600000467;600101984;262;89900;12270;392;79902;69;24940;4163;58;18418;46;16790;2346;12;10808;377;131630;18779;462;109128;12;984;;;18162;14;2678;6;615;;;32;4277;;;18162;1;1;1;1;1;1;1;1;1;120;60;60;160;84861;11966;5269
MCO;2014;600008643;600008635;0;;0;0;0;0;;2018;2018;0;;;0;0;0;0;;2018;2018;0;;0;;;0;5;0;;0;;;5;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;600010862;600010854;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;;3646;;0;;;;3646;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;600011183;600011175;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;6667;;0;;0;;;;0;;;6667;;;;;;;;;;;;;;;;
MCO;2014;600100101;750712184;29;10585;542;2;8904;;;0;0;0;;;0;0;0;29;10585;542;2;8904;;0;;;0;;0;;0;;;;0;;;0;0;0;0;1;1;0;0;0;0;;;;;;;
MCO;2014;600100168;600106629;49;17472;1967;26;10964;51;17190;1489;10;5011;0;;0;0;0;100;34662;3456;36;15975;9;354;;;1401;20;2563;;0;;;29;2917;;;1401;0;0;1;1;0;0;1;0;1;;;;;30482;;
MCO;2014;600100176;600010581;0;0;652;652;0;0;0;0;0;0;0;0;0;0;0;0;0;652;652;0;10;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;120;0;0
MCO;2014;600100184;600010276;40;14600;1290;5;8008;;;0;0;0;;;0;0;0;40;14600;1290;5;8008;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;600100754;600000228;23;8395;2082;452;12750;101;36865;5212;3;22342;23;8395;1417;20;5714;147;53655;8711;475;40806;12;3999;;;17156;24;6051;0;255;;;36;10305;;;17156;;;;;;;;;;;;;;;;
MCO;2014;600110175;600001234;6;2190;192;0;1541;72;23620;3130;58;10402;;;0;0;0;78;25810;3322;58;11943;;0;;;14;16;7840;;0;;;16;7840;;;14;;;;;;;;;;;;;;;;
MCO;2014;600113476;600100721;296;107279;13471;401;94602;81;29565;4465;148;20409;38;13870;2463;68;10775;415;150714;20399;617;125786;35;1892;2;;5693;13;2989;1;610;;;49;5491;2;;5693;1;1;1;1;1;1;1;1;1;84;84;;90;;;175
MCO;2014;610000044;610780074;60;21900;3215;590;20469;28;10220;1692;258;5210;17;6205;1280;222;4592;105;38325;6187;1070;30271;2;498;;;71;3;367;;0;;;5;865;;;71;1;1;0;1;0;1;1;0;0;;;7;;15977;2230;
MCO;2014;610000051;610780082;163;58583;8640;331;50366;64;23360;3452;0;17367;27;9443;1458;0;5306;254;91386;13550;331;73039;12;2823;;;8067;8;1780;0;620;;;20;5223;;;8067;1;1;1;1;1;1;1;1;1;90;150;45;15;78790;19908;164
MCO;2014;610000069;610780090;135;49275;7015;774;38373;59;21535;2051;98;10242;25;9125;1268;218;3970;219;79935;10334;1090;52585;5;48;;;1166;15;1999;;0;;;20;2047;;;1166;1;1;1;1;0;1;1;0;1;15;;60;180;61838;15756;
MCO;2014;610000077;610780124;44;16060;1833;143;12665;;;0;0;0;;;0;0;0;44;16060;1833;143;12665;;0;;;6;;0;;0;;;;0;;;6;1;0;0;0;0;0;0;0;0;;;;;4033;154;
MCO;2014;610000093;610780140;25;9125;406;20;5775;;;0;0;0;;;0;0;0;25;9125;406;20;5775;;0;;;6;;0;;0;;;;0;;;6;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;610000101;610780157;5;1825;90;2;762;;;0;0;0;;;0;0;0;5;1825;90;2;762;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;1;;;;90;386;;
MCO;2014;610000119;610780165;126;45990;10030;2332;41931;43;15695;1804;43;11031;28;10220;1836;326;6735;197;71905;13670;2701;59697;15;900;;;8604;8;1474;0;0;;;23;2374;;;8604;1;1;;1;;1;1;1;;;;;;49308;29644;
MCO;2014;610006421;610006413;0;;34;0;286;36;11988;1858;1;5793;;;0;0;0;36;11988;1892;1;6079;;0;;;0;17;4216;;0;;;17;4216;;;0;;;;;;;;;;;;;;;;
MCO;2014;610780108;610790594;30;10950;698;8;7534;;;0;0;0;;;0;0;0;30;10950;698;8;7534;0;0;;;2;;0;;0;;;0;0;;;2;0;0;0;0;0;0;0;0;0;;;;;0;136;0
MCO;2014;610780116;610790594;63;22995;2886;231;16735;;;0;0;0;;;0;0;0;63;22995;2886;231;16735;;0;;;38;;0;;0;;;;0;;;38;1;0;0;1;0;1;1;0;0;;;30;;6018;145;0
MCO;2014;610780199;610000135;4;1460;131;0;1359;71;25915;1694;19;7514;;;0;0;0;75;27375;1825;19;8873;;0;;;45;2;2545;;0;;;2;2545;;;45;;;;;;;;;;;;;;;;
MCO;2014;620000026;620003814;77;27527;4015;346;21898;85;26657;3516;39;17280;;;0;0;0;162;54184;7531;385;39178;12;1001;2;104;580;10;1546;;0;;;22;2547;2;104;580;0;0;0;0;1;1;1;1;0;;100;90;;45356;7619;
MCO;2014;620000034;620100057;267;98367;14829;2553;79111;70;25550;3255;113;14259;45;17505;3575;260;13886;382;141422;21659;2926;107256;37;4160;5;641;20896;17;2654;2;819;;;56;7633;5;641;20896;1;1;1;1;1;1;1;1;1;75;64;;252;112549;105647;919
MCO;2014;620000117;620100461;25;9125;331;0;5567;;;0;0;0;;;0;0;0;25;9125;331;0;5567;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;620000224;620100651;255;91247;14982;324;82005;74;25346;2473;0;15762;24;8760;1566;0;6821;353;125353;19021;324;104588;33;6330;;;14735;10;758;8;815;;;51;7903;;;14735;1;0;1;1;1;1;1;1;0;;;;;76687;35713;1123
MCO;2014;620000240;620100677;62;22630;1619;12;17807;;;0;0;0;;;0;0;0;62;22630;1619;12;17807;15;2041;;;0;;0;;0;;;15;2041;;;0;;;1;;;;;;;190;;;;5329;;
MCO;2014;620000257;620100685;405;139670;19131;1005;117891;113;41245;6585;615;28718;56;20440;3669;111;15068;574;201355;29385;1731;161677;39;4537;;;15534;21;4772;15;1804;;;75;11113;;;15534;1;1;1;1;1;1;1;1;1;130;113;68;60;161250;78842;
MCO;2014;620000299;620101295;20;7300;746;242;5404;;;0;0;0;;;0;0;0;20;7300;746;242;5404;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;620000323;620101337;218;79079;11960;1405;73535;45;16425;2848;0;13431;57;20805;3476;17;16073;320;116309;18284;1422;103039;31;978;;;2992;16;2792;2;573;;;49;4343;;;2992;1;0;1;1;1;1;1;1;1;38;33;18;;66529;53236;
MCO;2014;620000349;620101360;185;66307;11664;1182;58618;57;20805;2556;144;14014;42;15330;2864;440;10544;284;102442;17084;1766;83176;33;2914;;;2607;15;1816;;0;;;48;4730;;;2607;1;0;1;1;1;;1;0;;;;;;;;
MCO;2014;620000653;620103440;284;102178;16378;2260;81656;129;46065;7373;239;35209;39;14235;1828;60;7955;452;162478;25579;2559;124820;29;3111;;;36985;22;3605;2;713;;;53;7429;;;36985;1;1;1;1;1;1;1;1;1;126;65;151;96;183636;17423;1
MCO;2014;620003202;620103432;130;47450;9193;738;42819;62;22630;2779;99;12648;30;10950;2231;370;7639;222;81030;14203;1207;63106;13;1383;1;201;1741;8;993;0;175;;;21;2551;1;201;1741;1;1;1;1;1;1;1;1;1;;;35;;53191;25401;2465
MCO;2014;620003350;620001834;60;21900;7140;1393;29888;;;0;0;0;25;9125;1715;198;6004;85;31025;8855;1591;35892;5;450;;;1271;;0;;0;;;5;450;;;1271;1;0;1;1;1;0;1;1;0;;;;;41636;813;
MCO;2014;620003376;620001834;56;20440;5806;679;21121;115;41975;6185;469;25975;;;0;0;0;171;62415;11991;1148;47096;;0;;;305;44;8346;;0;;;44;8346;;;305;1;0;0;1;0;0;1;1;0;;;;;;;
MCO;2014;620006049;620000331;6;2190;90;1;936;80;29200;4247;18;16800;;;0;0;0;86;31390;4337;19;17736;;0;;;341;30;8357;;0;;;30;8357;;;341;;;;;;;;;;;;;;;;
MCO;2014;620024208;620002352;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;1;;;14881;;0;;0;;;;1;;;14881;;;;;;;;;;;;;;;;
MCO;2014;620025346;620001834;65;23725;5229;1099;22720;60;21900;2770;312;13856;24;8760;1690;203;5488;149;54385;9689;1614;42064;5;173;;;144;32;4283;;0;;;37;4456;;;144;1;0;1;1;0;0;1;0;0;;;;;8382;;
MCO;2014;620026690;620027839;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;29573;;0;;0;;;;0;;;29573;;;;;;;;;;;;;;;;
MCO;2014;620100099;620014779;35;12775;1688;25;12856;135;47317;5857;91;21462;21;7665;1615;103;6733;191;67757;9160;219;41051;22;1;;;6419;52;12742;;0;;;74;12743;;;6419;;;;;;;;;;;;;;;;
MCO;2014;620100487;620000125;15;5475;943;1;4659;48;17520;1331;29;5469;0;;0;0;0;63;22995;2274;30;10128;0;55;;;44;15;2581;;0;;;15;2636;;;44;;;;;;;;;;;;;;;;
MCO;2014;620100735;620000265;40;14600;1601;576;9745;88;32120;10444;6626;18213;40;14600;2002;70;7993;168;61320;14047;7272;35951;4;14;;;2744;14;633;1;0;;;19;647;;;2744;;;;;;;;;;;;;;;;
MCO;2014;620100750;620000273;17;6205;970;74;5665;39;14235;1798;180;5821;;;0;0;0;56;20440;2768;254;11486;10;0;;;2808;14;3958;;0;;;24;3958;;;2808;;;;;;;;;;;;;;;;
MCO;2014;620101311;620027763;15;5475;872;8;5000;90;32850;3734;23;14541;1;365;80;1;301;106;38690;4686;32;19842;4;0;;;1158;20;7204;;0;;;24;7204;;;1158;;;;;;;;;;;;;;;;
MCO;2014;620101501;620000364;74;27010;6159;48;24772;149;54385;5427;67;22771;;;0;0;0;223;81395;11586;115;47543;3;519;;;28652;52;10282;;0;;;55;10801;;;28652;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;620105940;620000950;24;8760;857;20;5675;48;17520;918;53;3514;;;0;0;0;72;26280;1775;73;9189;;0;;;0;4;984;;0;;;4;984;;;0;;;;;;;;;;;;;;;;
MCO;2014;620106088;620000976;15;5475;869;131;7826;80;29200;1701;381;5390;;;0;0;0;95;34675;2570;512;13216;;0;;;21;6;3397;;0;;;6;3397;;;21;;;;;;;;;;;;;;;;
MCO;2014;620116046;620002311;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;15;3168;;0;;;15;3168;;;0;;;;;;;;;;;;;;;;
MCO;2014;620118513;620002915;53;19345;4864;64;23853;130;43070;5106;136;19847;30;10950;1396;37;6449;213;73365;11366;237;50149;1;1;;;3852;11;7234;;0;;;12;7235;;;3852;;;;;;;;;;;;;;;;
MCO;2014;630000016;630180032;20;7300;362;11;6206;0;0;0;0;0;0;0;0;0;0;20;7300;362;11;6206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;;;;180;2421;0;0
MCO;2014;630000404;630780989;459;167530;35018;3498;198248;293;106945;3361;32;25738;0;0;0;0;0;752;274475;38379;3530;223986;23;5528;;;20604;10;1919;0;0;0;0;33;7447;0;0;20604;1;1;1;0;1;0;1;1;1;;;;;;;
MCO;2014;630000412;630780997;50;18250;1849;131;14897;0;;513;512;1;0;;0;0;0;50;18250;2362;643;14898;3;31;;;1042;1;0;1;9;;;5;40;;;1042;1;1;0;1;0;1;1;0;0;;;;;5099;4857;
MCO;2014;630000420;630781003;265;18926;3290;621;23597;23;6776;2202;905;6058;18;5840;1181;254;3757;306;31542;6673;1780;33412;;0;;;0;;0;1;195;;;1;195;;;0;1;0;1;1;1;1;1;1;0;;;;;46303;1378;1
MCO;2014;630000438;630781011;158;55456;5146;201;53767;32;9704;1449;48;9699;0;0;0;0;0;190;65160;6595;249;63466;6;240;;;539;4;2081;;0;;;10;2321;;;539;1;0;1;1;1;0;1;0;0;;;;;;;
MCO;2014;630000446;630781029;49;17885;2386;184;22242;32;11680;1278;53;8974;16;5840;1122;240;3533;97;35405;4786;477;34749;6;563;;;549;4;199;1;111;;;11;873;;;549;1;0;1;1;0;1;1;0;0;;;;;25905;22895;0
MCO;2014;630000479;630781110;59;21112;2345;54;17758;47;16561;2649;12;12785;;;0;0;0;106;37673;4994;66;30543;35;948;;;45829;5;957;;0;;;40;1905;;;45829;1;1;0;0;0;0;0;0;0;;;;;29544;;
MCO;2014;630000560;630781367;20;6164;227;2;6376;;;0;0;0;;;0;0;0;20;6164;227;2;6376;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;630780369;630000164;4;1460;93;0;1103;56;20440;1694;31;6396;;;0;0;0;60;21900;1787;31;7499;;0;;;0;12;5827;;0;;;12;5827;;;0;;;;;;;;;;;;;;;;
MCO;2014;630781268;630780989;240;86364;11557;1642;80852;110;39664;3505;32;21850;98;35770;9413;246;41005;448;161798;24475;1920;143707;49;10214;;;12331;13;529;23;1430;;;85;12173;;;12331;0;1;0;1;0;1;0;0;0;;;;;;;
MCO;2014;630781839;630000826;43;15695;411;15;4259;150;54750;8747;58;37233;71;25915;4340;50;18814;264;96360;13498;123;60306;4;7;;;901;22;16189;1;275;;;27;16471;;;901;;;;;;;;;;;;;;;;
MCO;2014;630783108;630000867;;;0;0;0;56;20440;1305;370;1152;;;0;0;0;56;20440;1305;370;1152;;0;;;0;15;5727;;0;;;15;5727;;;0;;;;;;;;;;;;;;;;
MCO;2014;630783538;630780989;14;5110;227;0;3605;;;0;0;0;;;0;0;0;14;5110;227;0;3605;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;640000162;640780417;293;103204;16386;1431;91705;131;43973;7370;569;36997;42;15128;3316;183;13753;466;162305;27072;2183;142455;54;2834;;;21836;12;3669;4;619;;;70;7122;;;21836;1;1;1;;1;1;1;1;0;60;30;;;92379;35197;4479
MCO;2014;640000402;640780813;64;23360;2737;400;19879;;;0;0;0;0;3780;486;114;1499;64;27140;3223;514;21378;6;435;;;447;;0;;0;;;6;435;;;447;1;0;1;1;1;1;1;1;0;30;0;1;;6689;4219;
MCO;2014;640000410;640780821;75;27375;3202;276;20577;39;14235;1606;71;8339;;;0;0;0;114;41610;4808;347;28916;2;632;;;666;8;873;;0;;;10;1505;;;666;1;0;1;1;1;0;0;1;1;49;168;;71;19395;35497;2800
MCO;2014;640000428;640780839;5;1825;121;1;1419;;;0;0;0;;;0;0;0;5;1825;121;1;1419;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2014;640000600;640781290;334;115108;18679;2920;94352;125;44646;6241;409;30147;36;13140;3133;267;12660;495;172894;28053;3596;137159;41;5295;2;233;7552;18;3706;5;711;0;0;64;9712;2;233;7552;1;1;1;1;1;1;1;1;1;;;;;122697;16632;109
MCO;2014;640015921;640780821;;;0;0;0;15;5475;477;24;2661;31;5475;431;32;1838;46;10950;908;56;4499;;0;;;2;0;375;0;179;;;0;554;;;2;0;0;0;0;0;1;0;0;0;;;;;1496;0;0
MCO;2014;640016580;640010658;17;3650;767;0;2038;;;0;0;0;;;0;0;0;17;3650;767;0;2038;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;640016598;640010658;18;6570;1643;0;4784;;;0;0;0;;;0;0;0;18;6570;1643;0;4784;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;640017646;640017638;32;11680;2050;285;11229;22;8030;1057;32;5469;10;3650;381;21;1354;64;23360;3488;338;18052;;0;;;68;4;1809;;11;;;4;1820;;;68;1;0;1;1;0;1;1;0;0;7;;2;;24429;1670;
MCO;2014;640780268;640000113;10;3650;543;11;3409;18;6570;568;0;1040;;;0;0;0;28;10220;1111;11;4449;1;22;;;158;5;6959;;0;;;6;6981;;;158;;;;;;;;;;;;;;;;
MCO;2014;640780433;640012209;23;8395;2516;684;9567;81;29565;4221;83;17999;;;0;0;0;104;37960;6737;767;27566;0;0;;;469;15;4495;;0;;;15;4495;;;469;;;;;;;;;;;;;;;;
MCO;2014;640780482;640012209;6;2190;3377;506;10984;43;15695;3338;24;9273;20;7300;1830;12;7432;69;25185;8545;542;27689;;0;;;43;17;6633;1;526;;;18;7159;;;43;;;;;;;;;;;;;;;;
MCO;2014;640780490;640000212;51;18615;4055;1284;12176;53;19345;3503;172;13078;;;0;0;0;104;37960;7558;1456;25254;2;0;;;965;20;6085;;0;;;22;6085;;;965;;;;;;;;;;;;;;;;
MCO;2014;640780557;640000238;7;2555;181;5;2543;;;0;0;0;;;0;0;0;7;2555;181;5;2543;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;1;0;0;;;;;750;;
MCO;2014;640780623;640000287;10;3650;250;2;3196;;;0;0;0;;;0;0;0;10;3650;250;2;3196;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;640780672;640000337;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;2;396;;;0;;0;;0;;;2;396;;;0;;;;;;;;;;;;;;;;
MCO;2014;640780748;640000360;22;8030;3265;2163;3059;50;18250;4060;81;18952;0;;0;0;0;72;26280;7325;2244;22011;1;1;0;;1605;17;6311;;0;;;18;6312;0;;1605;;;;;;;;;;;;;;;;
MCO;2014;640780755;640780417;30;10950;909;5;10705;;;0;0;0;;;0;0;0;30;10950;909;5;10705;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;640780789;640012209;11;4015;402;11;3150;38;13870;1912;54;8428;;;0;0;0;49;17885;2314;65;11578;0;0;;;4380;5;1078;;0;;;5;1078;;;4380;;;;;;;;;;;;;;;;
MCO;2014;640780938;640000451;45;16425;2487;953;14259;95;34675;5737;45;22639;0;0;0;0;0;140;51100;8224;998;36898;20;0;;;6847;30;6106;0;0;;;50;6106;;;6847;;;;;;;;;;;;;;;;
MCO;2014;640780946;640000469;16;5840;1070;43;5421;110;32324;5566;130;20481;52;18980;2823;72;11566;178;57144;9459;245;37468;5;204;0;0;165;32;8337;3;117;0;0;40;8658;0;0;165;;;;;;;;;;;;;;;;
MCO;2014;640780987;640000493;6;2190;112;0;871;20;7300;1268;238;4960;;;0;0;0;26;9490;1380;238;5831;;0;;;0;8;1494;;0;;;8;1494;;;0;;;;;;;;;;;;;;;;
MCO;2014;640781225;640000568;147;53655;4117;332;22347;;;0;0;0;;;0;0;0;147;53655;4117;332;22347;2;50;;;24;;0;;0;;;2;50;;;24;;;;;;;;;;;;;;;;
MCO;2014;640781308;640000618;28;10220;1305;2;7220;;;0;0;0;;;0;0;0;28;10220;1305;2;7220;2;1412;;;8;;0;;0;;;2;1412;;;8;;;;;;;;;;;;;;;;
MCO;2014;640787156;640001699;14;5110;255;11;3039;;;0;0;0;;;0;0;0;14;5110;255;11;3039;;0;;;21;1;447;;0;;;1;447;;;21;;;;;;;;;;;;;;;;
MCO;2014;650000045;650780158;78;28028;4224;569;21908;20;7300;833;0;4484;15;5475;370;0;1398;113;40803;5427;569;27790;6;158;;;834;6;1085;1;137;;;13;1380;;;834;1;1;1;1;1;0;1;0;1;120;35;;140;37463;2855;258
MCO;2014;650000052;650780166;25;9125;1056;95;7782;;;0;0;0;;;0;0;0;25;9125;1056;95;7782;;0;;;9;;0;;0;;;;0;;;9;0;0;1;0;1;0;0;1;0;;;;;36;65;2979
MCO;2014;650000417;650783160;226;81770;12754;1110;59684;57;20805;3990;0;20159;26;9490;1551;6;6769;309;112065;18295;1116;86612;6;3576;;;12557;8;3095;2;382;;;16;7053;;;12557;1;1;1;1;1;1;1;1;1;120;30;30;160;105926;7086;3375
MCO;2014;650002579;650000243;6;2190;195;4;1996;117;42705;5497;163;22737;;;0;0;0;123;44895;5692;167;24733;;0;;;0;12;6457;;0;;;12;6457;;;0;;;;;;;;;;;;;;;;
MCO;2014;650780182;650783160;5;1720;147;3;1604;0;0;0;0;0;0;0;0;0;0;5;1720;147;3;1604;0;0;;;0;0;0;0;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;660;0;0
MCO;2014;650780679;650000243;82;29930;4916;291;29165;15;5475;491;100;827;23;8395;1807;0;7338;120;43800;7214;391;37330;7;2369;;;5480;6;926;;823;;;13;4118;;;5480;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;650784218;650780174;32;11264;2172;576;9454;15;5475;1476;5;5073;;;0;0;0;47;16739;3648;581;14527;5;1030;;;193;2;1144;;0;;;7;2174;;;193;1;0;1;1;1;1;1;0;1;51;35;;92;15274;753;16
MCO;2014;660000084;660780180;460;167900;24518;2220;149849;114;41610;5511;88;32539;57;20805;3544;211;16105;631;230315;33573;2519;198493;54;3529;;;27163;16;3445;2;1901;;;72;8875;;;27163;1;1;1;1;1;1;1;1;1;120;120;80;180;137422;54655;2417
MCO;2014;660000167;660780271;20;7300;324;3;6890;;;0;0;0;;;0;0;0;20;7300;324;3;6890;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;660006305;660006297;17;6205;1913;54;8119;97;35405;4656;408;16309;;;0;0;0;114;41610;6569;462;24428;;0;;;360;38;10288;;0;;;38;10288;;;360;;;;;;;;;;;;;;;;
MCO;2014;660006990;340019363;14;5110;305;9;3167;;;0;0;0;;;0;0;0;14;5110;305;9;3167;;0;;;3;;0;;0;;;;0;;;3;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;660780628;660000282;30;10950;1757;528;8053;23;8395;805;95;3903;0;0;0;0;0;53;19345;2562;623;11956;0;0;;;0;4;2160;0;0;;;4;2160;;;0;;;;;;;;;;;;;;;;
MCO;2014;660780669;660000324;0;;46;5;79;30;10950;1505;10;4448;48;17520;2131;74;9062;78;28470;3682;89;13589;18;3641;;;0;0;4;1;160;;;19;3805;;;0;;;;;;;;;;;;;;;;
MCO;2014;660780776;660000399;23;8395;1961;394;5743;22;8030;997;47;4789;0;0;0;0;0;45;16425;2958;441;10532;;0;;;4;14;1922;;0;;;14;1922;;;4;0;0;0;0;0;0;0;0;0;;;;;12000;0;0
MCO;2014;660780784;660000407;48;17520;5748;413;29766;140;51100;6272;57;27890;34;12410;1532;43;6616;222;81030;13552;513;64272;15;11;;;13888;18;8275;;0;;;33;8286;;;13888;;;;;;;;;;;;;;;;
MCO;2014;660790387;660790379;84;30660;6204;1223;32771;127;46355;6640;5;26533;0;0;0;0;0;211;77015;12844;1228;59304;2;1084;0;0;149;38;10629;0;0;;;40;11713;0;0;149;;;;;;;;;;;;;;;;
MCO;2014;670000025;670780055;542;195730;27754;3091;192354;297;108405;12653;126;65830;;;0;0;0;839;304135;40407;3217;258184;103;11442;;;37264;12;3276;;0;;;115;14718;;;37264;1;1;1;1;1;0;1;1;1;;;;;194466;50598;10679
MCO;2014;670000033;670780063;81;24229;2617;53;14738;18;6570;1112;453;2079;;;0;0;0;99;30799;3729;506;16817;38;1409;0;0;50599;0;0;;0;;;38;1409;0;0;50599;0;0;1;0;0;0;0;0;0;;;;;28149;7230;0
MCO;2014;670000082;670780147;29;10585;1200;30;8879;45;16425;1787;45;5126;30;10950;2904;140;10439;104;37960;5891;215;24444;5;2726;;;758;29;3847;;134;;;34;6707;;;758;0;0;0;0;0;0;0;0;0;;;;;1981;382;
MCO;2014;670000157;670780337;278;99563;14482;2072;84285;82;28773;3976;191;17447;61;21953;3635;291;15109;421;150289;22093;2554;116841;12;830;;;11068;12;3291;2;332;;;26;4453;;;11068;1;0;1;1;1;1;0;0;1;60;65;30;52;109741;54326;0
