BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;PCON;PACT;PDEN
MCO;2014;010000024;010780054;292;105485;14760;755;89260;78;26988;3925;123;19476;64;22220;4282;816;15305;434;154693;22967;1694;124041;29;2754;;;34091;15;4304;4;0;;;48;7058;;;34091;1;1;1;1;1;1;1;1;1;102;122;65;123;;8466;2231
MCO;2014;010000032;010780062;75;27375;3576;243;19769;20;7300;965;35;4957;12;4380;764;173;2254;107;39055;5305;451;26980;5;209;0;;681;5;1003;0;0;0;;10;1212;0;;681;1;0;1;1;1;1;1;1;0;160;14;6;;23082;3441;279
MCO;2014;010000065;010780096;59;21535;1941;10;19449;;;0;0;0;;;0;0;0;59;21535;1941;10;19449;;0;;;7;;0;;0;;;;0;;;7;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;010000099;010780120;9;3285;110;0;1154;;;0;0;0;;;0;0;0;9;3285;110;0;1154;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;010000107;010780138;15;5475;287;10;3515;;;0;0;0;;;0;0;0;15;5475;287;10;3515;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;010000115;010009132;12;4380;160;2;3205;;;0;0;0;;;0;0;0;12;4380;160;2;3205;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;010000131;010009132;8;2920;156;1;2810;;;0;0;0;;;0;0;0;8;2920;156;1;2810;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;010000214;010007987;11;4025;392;2;3834;;;0;0;0;;;0;0;0;11;4025;392;2;3834;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;1071;;
MCO;2014;010005239;010008407;68;24820;5075;472;22389;26;9490;1395;84;5208;21;7665;1027;187;3350;115;41975;7497;743;30947;7;747;;;251;7;1364;1;137;;;15;2248;;;251;1;0;1;1;1;1;0;0;1;80;140;30;54;;;
MCO;2014;010007300;010007292;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;2;2024;;0;;;2;2024;;;0;;;;;;;;;;;;;;;;
MCO;2014;010780195;010000156;61;16790;3759;1280;13911;94;30400;5764;93;22306;;;0;0;0;155;47190;9523;1373;36217;;0;;;3173;26;8534;;0;;;26;8534;;;3173;;;;;;;;;;;;;;;;
MCO;2014;010780203;010006450;28;7300;988;196;5503;38;13870;2634;354;9645;15;5475;963;42;3838;81;26645;4585;592;18986;2;1931;;;55;12;3691;;0;;;14;5622;;;55;;;;;;;;;;;;;;;;
MCO;2014;020000089;020000022;28;10220;1161;191;9222;;;0;0;0;;;0;0;0;28;10220;1161;191;9222;;0;;;0;;0;;0;;;;0;;;0;1;1;1;1;0;0;0;1;1;180;;;180;14189;3001;
MCO;2014;020000097;020000048;31;11315;615;3;10153;;;0;0;0;;;0;0;0;31;11315;615;3;10153;8;2201;;;0;;0;;0;;;8;2201;;;0;0;1;0;0;0;0;0;0;1;;;;22;1367;0;0
MCO;2014;020000105;020000055;15;5475;399;18;4356;;;0;0;0;;;0;0;0;15;5475;399;18;4356;;0;;;0;;0;;0;;;;0;;;0;1;0;1;0;0;0;0;1;1;;;;55;3611;0;0
MCO;2014;020000162;020000063;292;106580;15164;831;91697;124;42096;6217;258;26439;55;18137;2505;190;10002;471;166813;23886;1279;128138;51;3551;2;348;47986;30;4995;1;612;0;0;82;9158;2;348;47986;1;1;1;1;1;1;1;1;1;63;60;;;130754;30605;0
MCO;2014;020000246;020000071;36;13140;536;8;6983;;;0;0;0;;;0;0;0;36;13140;536;8;6983;;0;;;0;;0;;0;;;;0;;;0;0;0;1;0;0;1;0;1;1;;;;;;0;0
MCO;2014;020000360;020014742;;;0;0;0;29;9525;1619;8;5825;;;0;0;0;29;9525;1619;8;5825;;1191;;;32;20;3988;;0;;;20;5179;;;32;;;;;;;;;;;;;;;;
MCO;2014;020000394;020000253;156;54662;6964;515;47671;58;21170;3316;254;13407;20;7300;1787;192;6573;234;83132;12067;961;67651;14;1122;;;7837;13;1509;4;234;;;31;2865;;;7837;1;0;1;1;1;1;1;1;1;27;32;11;61;46669;29596;
MCO;2014;020000519;020000261;214;78110;9967;1238;55419;53;19345;4472;191;21710;50;16540;3122;793;9555;317;113995;17561;2222;86684;12;1;2;523;14785;10;2032;;0;;;22;2033;2;523;14785;1;0;1;1;1;1;1;1;1;;;;;114781;43035;748
MCO;2014;020000535;020000287;121;44581;5500;388;37943;25;9125;1171;101;4658;25;9125;1188;42;5525;171;62831;7859;531;48126;8;222;2;145;1484;29;3627;0;258;;;37;4107;2;145;1484;1;1;1;1;0;1;1;0;1;50;;100;130;29870;1746204;0
MCO;2014;020001061;020004404;150;54551;8039;1340;44703;32;11680;1347;0;6676;23;8395;1122;2;5160;205;74626;10508;1342;56539;3;684;2;151;68;10;1388;1;250;;;14;2322;2;151;68;1;0;1;1;1;1;1;1;0;15;23;35;;28202;30933;5475
MCO;2014;020001087;020004495;60;21900;2876;904;16207;;;0;0;0;1;14;14;14;0;61;21914;2890;918;16207;;0;;;2;;0;0;0;;;0;0;;;2;1;1;1;0;0;1;1;0;0;110;;44;;;170;0
MCO;2014;020010047;020001632;35;12775;1679;472;8695;68;22626;4157;4;15869;20;7300;1341;7;4981;123;42701;7177;483;29545;4;420;;;3020;40;7495;0;122;;;44;8037;;;3020;;;;;;;;;;;;;;;;
MCO;2014;030000061;030780092;253;90793;10105;128;76126;72;26280;4374;141;24055;29;10585;1455;6;6891;354;127658;15934;275;107072;11;652;;;18869;8;1772;2;258;;;21;2682;;;18869;1;0;1;1;1;1;1;1;1;;;70;;78556;4958;1800
MCO;2014;030000079;030780100;237;82455;12391;1367;76635;33;6559;1313;95;6816;33;11856;1994;94;7739;303;100870;15698;1556;91190;11;603;;;9526;4;548;3;459;;;18;1610;;;9526;1;1;1;1;1;1;1;1;1;;;;;70257;50530;504
MCO;2014;030000087;030780118;230;78340;13736;1469;70940;81;29212;4016;442;19824;24;10040;2006;352;6182;335;117592;19758;2263;96946;20;970;;;12875;21;4655;;0;;;41;5625;;;12875;1;0;1;1;1;1;1;1;1;90;;;75;92832;;
MCO;2014;030000095;030780126;10;3650;115;0;1857;;;0;0;0;;;0;0;0;10;3650;115;0;1857;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;030002208;030002158;10;2178;140;17;1973;;;0;0;0;;;0;0;0;10;2178;140;17;1973;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;208;0;0
MCO;2014;030780548;030000194;6;2190;323;6;2063;74;27010;2983;69;9632;;;0;0;0;80;29200;3306;75;11695;;0;;;0;16;4403;;0;;;16;4403;;;0;;;;;;;;;;;;;;;;
MCO;2014;030781116;030000426;70;25550;2945;182;29384;130;47450;5995;79;25744;;;0;0;0;200;73000;8940;261;55128;24;27;;;6355;24;7877;;0;;;48;7904;;;6355;;;;;;;;;;;;;;;;
MCO;2014;030785430;030785422;21;7665;742;2;4872;64;21376;2121;11;8192;0;;0;0;0;85;29041;2863;13;13064;3;0;0;0;2035;27;4835;0;0;;;30;4835;0;0;2035;;;;;;;;;;;;;;;;
MCO;2014;040000036;040780132;5;998;89;3;947;;;0;0;0;;;0;0;0;5;998;89;3;947;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;040000044;040780140;4;1460;47;3;407;;;0;0;0;;;0;0;0;4;1460;47;3;407;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;040000093;040780215;127;43061;7697;907;36772;41;14965;2178;148;10194;18;6570;1273;78;4912;186;64596;11148;1133;51878;10;34;;;4810;10;1440;1;470;;;21;1944;;;4810;1;0;0;1;0;1;0;1;1;;;90;180;42560;20802;446
MCO;2014;040000119;040780231;4;1460;218;2;996;0;0;0;0;0;0;0;0;0;0;4;1460;218;2;996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCO;2014;040000127;040780249;4;1460;40;0;502;;;0;0;0;;;0;0;0;4;1460;40;0;502;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;040000135;050002948;42;15099;2117;229;12625;0;0;0;0;0;0;0;0;0;0;42;15099;2117;229;12625;3;354;0;78;177;;0;;0;;;3;354;0;78;177;1;1;1;1;1;1;1;1;1;;;;;31848;649;0
MCO;2014;040000911;040788879;107;39055;5244;715;37378;30;10950;1698;46;8495;18;6960;951;248;2792;155;56965;7893;1009;48665;10;714;0;0;1433;16;2374;1;198;0;0;27;3286;0;0;1433;1;1;1;1;1;1;1;1;1;;;;;36121;;1906
MCO;2014;040780470;040000192;;;0;0;0;47;17155;857;12;3368;;;0;0;0;47;17155;857;12;3368;;0;;;0;7;4665;;0;;;7;4665;;;0;;;;;;;;;;;;;;;;
MCO;2014;040784860;330029208;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;13347;;0;;0;;;;0;;;13347;;;;;;;;;;;;;;;;
MCO;2014;050000090;050006931;25;9125;864;0;3312;50;18250;2950;0;8705;0;;0;0;0;75;27375;3814;0;12017;11;56;;;395;14;8033;;0;;;25;8089;;;395;;;;;;;;;;;;;;;;
MCO;2014;050000132;050007145;5;816;;;;;;;;;;;;;;5;816;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2014;050000223;050000108;4;1460;36;0;1417;;;0;0;0;;;0;0;0;4;1460;36;0;1417;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;050000231;050000116;56;20440;2706;431;12802;31;9631;2356;113;9092;14;5110;869;157;2883;101;35181;5931;701;24777;7;205;0;0;4484;10;1211;;0;0;0;17;1416;0;0;4484;;;;;;;;;;;;;;21206;2584;
MCO;2014;050000256;050000124;27;9855;1068;104;8273;;;0;0;0;;;0;0;0;27;9855;1068;104;8273;;0;;;3;;0;;0;;;;0;;;3;1;;;;1;;;;;;;;;1955;62;
MCO;2014;050000330;050007145;5;878;37;1;816;;;0;0;0;;;0;0;0;5;878;37;1;816;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;050000348;050002948;205;54229;9393;1111;52187;59;21655;4047;139;17653;30;11310;2306;137;9151;294;87194;15746;1387;78991;19;406;2;221;10845;14;2507;3;194;;;36;3107;2;221;10845;1;1;1;1;1;1;1;1;1;;;;;121301;5852;151
MCO;2014;050006436;050002948;0;10486;334;5;2917;;;0;0;0;;;0;0;0;0;10486;334;5;2917;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;1646;1;0
MCO;2014;050007533;130784127;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;8692;;0;;0;;;;0;;;8692;0;0;0;0;0;0;0;0;0;;;;;1091;;
MCO;2014;060000163;060780327;4;489;66;3;1111;;;0;0;0;;;0;0;0;4;489;66;3;1111;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;060000304;060780657;5;1825;117;0;1284;;;0;0;0;;;0;0;0;5;1825;117;0;1284;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;060000411;060780780;6;2190;104;4;1594;;;0;0;0;;;0;0;0;6;2190;104;4;1594;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2014;060000478;060780897;163;59495;8852;632;48844;59;21535;3391;88;15462;48;17520;3667;94;15418;270;98550;15910;814;79724;26;478;;;2387;7;2058;2;400;;;35;2936;;;2387;1;1;1;1;1;1;1;1;1;;;;;85574;7531;1986
MCO;2014;060000486;060780905;12;4380;237;9;3554;;;0;0;0;;;0;0;0;12;4380;237;9;3554;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;060000494;060780921;5;1825;76;1;1347;;;0;0;0;;;0;0;0;5;1825;76;1;1347;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;060000510;060780954;229;82518;12034;1057;72429;72;26280;3899;237;20939;20;7300;1711;164;5643;321;116098;17644;1458;99011;15;790;;;2161;9;2040;2;183;;;26;3013;;;2161;1;1;1;1;1;1;1;1;1;120;;40;40;79398;19696;259
MCO;2014;060000528;060780962;80;27604;4546;49;26991;42;14591;1794;94;6888;0;0;0;0;0;122;42195;6340;143;33879;43;1003;0;0;50107;8;1242;0;0;0;0;51;2245;0;0;50107;1;1;0;1;0;0;1;0;1;;;;7;56254;861;445
MCO;2014;060000536;060006889;8;2920;129;4;2116;;;0;0;0;;;0;0;0;8;2920;129;4;2116;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;060000544;060780988;232;81060;13391;1077;71609;91;33433;4871;164;25186;34;12410;3027;160;12256;357;126903;21289;1401;109051;41;4151;;;12058;17;2020;4;699;;;62;6870;;;12058;1;1;1;1;0;1;1;1;1;60;;44;;134633;63538;2807
MCO;2014;060001450;060785011;77;27997;8576;2748;24082;131;45413;10307;794;40886;;;0;0;0;208;73410;18883;3542;64968;1;5;;;6;10;2726;;0;;;11;2731;;;6;0;0;0;0;0;0;0;0;1;;;;58;75795;37482;53983
MCO;2014;060002102;060791761;53;18627;2232;186;18867;42;9696;1749;172;9233;;;0;0;0;95;28323;3981;358;28100;;0;;;0;9;1851;0;117;;;9;1968;;;0;0;1;0;1;0;0;0;0;0;;;;;;;
MCO;2014;060021417;060000221;20;7300;745;7;7555;57;20440;3559;39;10229;0;0;0;0;0;77;27740;4304;46;17784;;0;;;97;44;10918;1;107;;;45;11025;;;97;;;;;;;;;;;;;;;;
MCO;2014;060780442;060000213;;;0;0;0;30;10950;1792;12;2275;;;0;0;0;30;10950;1792;12;2275;;0;;;20;10;4019;;0;;;10;4019;;;20;;;;;;;;;;;;;;;;
MCO;2014;060780491;060790797;56;20440;2585;19;16967;72;26280;4121;123;19222;;;0;0;0;128;46720;6706;142;36189;10;4717;;;0;23;4448;;0;;;33;9165;;;0;;;;;;;;;;;;;;;;
MCO;2014;060780517;060000239;38;13870;3246;875;14464;80;29200;17629;13192;18032;34;12410;1805;39;6989;152;55480;22680;14106;39485;9;6;1;75;5904;21;138;34;324;;;64;468;1;75;5904;;;;;;;;;;;;;;;;
MCO;2014;060780590;060000270;0;0;0;0;0;54;19710;2475;58;8780;0;0;0;0;0;54;19710;2475;58;8780;0;0;;;20;10;5152;0;40;;;10;5192;;;20;;;;;;;;;;;;;;;;
MCO;2014;060780665;060000312;20;7300;752;12;5930;30;10950;801;7;2935;;;0;0;0;50;18250;1553;19;8865;;0;;;2;13;3182;;0;;;13;3182;;;2;;;;;;;;;;;;;;;;
MCO;2014;060780699;060000346;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;0;0;;;2;5;2053;0;0;;;5;2053;;;2;;;;;;;;;;;;;;;;
MCO;2014;060780715;060000361;66;24090;6424;29;29835;171;59175;8129;128;32883;34;12410;1838;34;7933;271;95675;16391;191;70651;25;0;;;8107;50;17176;;0;;;75;17176;;;8107;;;;;;;;;;;;;;;;
MCO;2014;060780723;060004959;16;5840;2701;6;9877;71;25915;2930;10;10267;;;0;0;0;87;31755;5631;16;20144;0;0;;;4169;31;9438;;0;;;31;9438;;;4169;;;;;;;;;;;;;;;;
MCO;2014;060780756;060000403;0;;24;1;383;40;14600;2264;28;5960;53;19345;2633;71;11844;93;33945;4921;100;18187;;0;;;10;5;6200;0;184;;;5;6384;;;10;;;;;;;;;;;;;;;;
MCO;2014;060780947;060800174;72;25140;6482;1036;19012;38;12502;2726;157;6751;;;0;0;0;110;37642;9208;1193;25763;6;1362;0;0;219;6;2443;;0;;;12;3805;0;0;219;1;1;1;1;1;1;1;;1;;;;;79399;11652;11652
MCO;2014;060781200;060000635;36;13140;2411;12;14423;61;22265;2151;4;8401;0;;120;119;2;97;35405;4682;135;22826;;0;;;63;19;6708;;0;;;19;6708;;;63;;;;;;;;;;;;;;;;
MCO;2014;060785003;060785011;168;56807;8891;268;53522;84;28241;2692;245;14498;;;0;0;0;252;85048;11583;513;68020;38;3914;;;24502;4;2560;;0;;;42;6474;;;24502;1;0;0;0;1;0;1;0;0;;91;;;65807;34185;1775
MCO;2014;060785219;060001468;124;45260;4367;40;33955;;;0;0;0;;;0;0;0;124;45260;4367;40;33955;20;90;;;7774;;0;;0;;;20;90;;;7774;;;;;;;;;;;;;;;;
MCO;2014;060788957;060785011;50;17870;2030;14;17741;;;0;0;0;;;0;0;0;50;17870;2030;14;17741;4;2565;;;19;;0;;0;;;4;2565;;;19;0;0;0;0;0;0;0;0;0;;;;;5907;996;1513
MCO;2014;060789195;060785011;382;131341;14040;121;112357;133;46657;6467;177;33967;63;22797;4526;267;20282;578;200795;25033;565;166606;63;7573;1;108;15845;8;1055;11;1835;;;82;10463;1;108;15845;1;1;1;1;0;1;1;1;1;;;;;145178;49839;1334
MCO;2014;060791811;750826638;73;26645;2268;21;27552;;;0;0;0;;;0;0;0;73;26645;2268;21;27552;4;975;;;149;;0;;0;;;4;975;;;149;1;1;1;1;1;0;1;0;1;;;;;;;
MCO;2014;060791860;060790797;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;25853;;0;;0;;;;0;;;25853;;;;;;;;;;;;;;;;
MCO;2014;060792850;060790797;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;148;;0;;0;;;;0;;;148;;;;;;;;;;;;;;;;
MCO;2014;060792926;060022951;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;0;0;;;10467;;0;;0;;;0;0;;;10467;;;;;;;;;;;;;;;;
MCO;2014;060794013;060790797;44;16060;2477;14;16627;24;8760;2126;739;4210;;;0;0;0;68;24820;4603;753;20837;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;0;0;0;;;;;12067;;
MCO;2014;060800166;060780608;15;5475;616;1;4713;97;35405;3862;10;16830;;;0;0;0;112;40880;4478;11;21543;;0;;;49;25;11212;;0;;;25;11212;;;49;;;;;;;;;;;;;;;;
MCO;2014;070000013;070002878;73;26645;2505;167;21264;34;12410;1310;0;7318;9;3285;333;0;1235;116;42340;4148;167;29817;7;608;;;1091;6;630;1;123;;;14;1361;;;1091;1;0;1;1;1;0;1;1;1;15;20;;80;26896;15098;0
MCO;2014;070000021;070780101;15;5475;231;0;3071;;;0;0;0;;;0;0;0;15;5475;231;0;3071;0;4;;;0;;0;;0;;;0;4;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;070000039;070780119;16;5840;226;0;3011;;;0;0;0;;;0;0;0;16;5840;226;0;3011;8;4;;;0;;0;;0;;;8;4;;;0;;;;;;;;;;;;;;;;
MCO;2014;070000047;070780127;7;2304;209;0;2208;;;0;0;0;;;0;0;0;7;2304;209;0;2208;0;6;;;2;;0;;0;;;0;6;;;2;;;;;;;;;;;;;;;;
MCO;2014;070000062;070005558;8;2920;109;0;2388;;;0;0;0;;;0;0;0;8;2920;109;0;2388;0;0;0;0;0;;0;;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;
MCO;2014;070000070;070780150;20;5649;372;42;5631;;;0;0;0;;;0;0;0;20;5649;372;42;5631;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;1;;;;;273;;
MCO;2014;070000096;070780184;8;2920;491;260;2740;;;0;0;0;;;0;0;0;8;2920;491;260;2740;6;0;;;23;;0;;0;;;6;0;;;23;0;0;1;0;1;0;0;0;0;;;;;773;93;
MCO;2014;070000112;070780218;15;5475;274;0;4115;;;0;0;0;;;0;0;0;15;5475;274;0;4115;15;4;;;0;;0;;0;;;15;4;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;070000146;070004742;8;2920;139;0;1374;;;0;0;0;;;0;0;0;8;2920;139;0;1374;1;1;;;0;;0;;0;;;1;1;;;0;;;;;;;;;;;;;;;;
MCO;2014;070000179;070780358;142;51830;8388;987;45390;42;15330;2420;383;12191;24;8760;1212;134;4229;208;75920;12020;1504;61810;10;682;;;13815;10;2534;1;106;;;21;3322;;;13815;1;0;0;1;1;1;1;0;1;;;;;46424;33653;
MCO;2014;070000187;070780366;12;4380;347;14;3219;;;0;0;0;;;0;0;0;12;4380;347;14;3219;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2014;070000195;070780374;36;13140;1463;4;13312;;;0;0;0;;;0;0;0;36;13140;1463;4;13312;;0;;;0;;0;;0;;;;0;;;0;0;0;;0;0;0;0;0;0;;;;;;;
MCO;2014;070000203;070780382;11;4015;152;0;2132;0;0;0;0;0;0;0;0;0;0;11;4015;152;0;2132;0;0;;;0;0;0;0;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2014;070000484;070005566;10;3650;772;0;4121;;;0;0;0;;;0;0;0;10;3650;772;0;4121;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;6978;;
MCO;2014;070000609;070005566;151;55115;6467;414;41377;34;12410;2166;126;9261;17;6205;1049;75;3792;202;73730;9682;615;54430;10;454;;;2951;7;1690;1;271;;;18;2415;;;2951;1;0;0;1;1;1;1;1;1;;;;;102174;209;368
MCO;2014;070780168;070000088;4;1460;58;0;568;55;20075;1883;22;6292;;;0;0;0;59;21535;1941;22;6860;;0;;;15;6;3798;;0;;;6;3798;;;15;;;;;;;;;;;;;;;;
MCO;2014;070780408;070000229;2;686;46;0;379;50;17150;1014;26;3588;0;0;0;0;0;52;17836;1060;26;3967;0;0;;;1;3;1846;0;0;;;3;1846;;;1;;;;;;;;;;;;;;;;
MCO;2014;070780424;070000245;4;1460;1323;119;7447;186;67890;8439;535;41592;26;9490;1493;66;5717;216;78840;11255;720;54756;1;101;;;12;20;6007;0;2;;;21;6110;;;12;;;;;;;;;;;;;;;;
MCO;2014;080000110;080000037;122;43854;6735;1206;32634;37;13505;1728;213;6545;15;5475;1222;101;4323;174;62834;9685;1520;43502;5;1163;;;215;4;744;2;192;;;11;2099;;;215;1;0;0;1;0;1;1;0;1;;;17;5;34924;12203;127
MCO;2014;080000219;080001969;40;14600;3061;1246;14140;25;9125;1416;60;7161;0;0;0;0;0;65;23725;4477;1306;21301;0;0;;;8;12;1464;0;17;;;12;1481;;;8;1;1;0;1;0;0;1;1;1;;;;80;15020;7245;11
MCO;2014;080000276;080001969;24;8760;1617;619;8171;;;0;0;0;;;0;0;0;24;8760;1617;619;8171;1;0;;0;1;;0;;0;;;1;0;;0;1;0;0;0;1;0;0;1;0;0;;;;;5528;1783;0
MCO;2014;080000284;080000060;15;5475;386;26;4621;;;0;0;0;;;0;0;0;15;5475;386;26;4621;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;1;1;0;;;;;2727;11714;0
MCO;2014;080000300;080000078;8;2341;167;0;2214;;;0;0;0;;;0;0;0;8;2341;167;0;2214;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;080000425;080000615;313;110473;14884;1896;94640;86;27750;3819;107;19929;42;16416;2938;112;11210;441;154639;21641;2115;125779;38;3748;;;16986;15;1924;4;1926;;;57;7598;;;16986;1;1;1;1;1;1;1;1;0;80;44;35;;69394;14533;997
MCO;2014;080010465;080010242;1;365;15;0;68;4;1460;154;0;843;;;0;0;0;5;1825;169;0;911;1;142;;;0;7;818;;0;;;8;960;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;080010473;080010242;17;6205;738;0;5456;59;21535;2380;0;11092;0;0;0;0;0;76;27740;3118;0;16548;10;2879;;;240;15;4100;0;0;;;25;6979;;;240;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;090000175;090781774;162;57990;8551;1026;48872;63;22995;3374;329;17006;33;11315;2536;668;8410;258;92300;14461;2023;74288;20;1401;;;9651;11;2645;0;0;;;31;4046;;;9651;1;0;1;1;1;1;1;1;1;30;;;90;79771;25035;
MCO;2014;090000183;090781816;43;15695;2023;385;13868;24;8760;1429;57;6588;4;1460;377;109;951;71;25915;3829;551;21407;2;17;;;445;8;1279;;0;;;10;1296;;;445;1;1;1;1;1;1;1;0;1;;;;;13274;3749;676
MCO;2014;090001629;090780107;15;5475;453;2;4992;;;0;0;0;;;0;0;0;15;5475;453;2;4992;;0;;;0;5;901;;0;;;5;901;;;0;1;0;0;0;0;1;0;0;0;;;9;;4082;13;0
MCO;2014;100000082;100001148;;;0;0;0;46;16790;1337;152;4824;;;0;0;0;46;16790;1337;152;4824;;0;;;0;15;3053;;0;;;15;3053;;;0;;;;;;;;;;;;;;;;
MCO;2014;100000090;100000017;388;135414;16726;1017;113779;99;39613;5684;194;29329;58;22596;3535;55;14593;545;197623;25945;1266;157701;41;2685;;;30410;15;2746;0;780;;;56;6211;;;30410;1;1;1;1;1;1;1;1;1;45;69;54;88;123176;25877;1883
MCO;2014;100000116;100000041;8;2920;255;77;1726;;;0;0;0;;;0;0;0;8;2920;255;77;1726;;0;;;5;;0;;0;;;;0;;;5;;;;;;;;;;;;;;;;
MCO;2014;100000124;100009075;18;6570;1126;20;6144;100;36500;4025;29;16794;;;0;0;0;118;43070;5151;49;22938;;0;;;35;11;3125;;0;;;11;3125;;;35;;;;;;;;;;;;;;;;
MCO;2014;100000140;100000058;6;2190;160;5;1829;0;0;0;0;0;0;0;0;0;0;6;2190;160;5;1829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2014;100000157;100009075;;;0;0;0;68;24820;786;5;1319;;;0;0;0;68;24820;786;5;1319;;0;;;453;20;4385;;0;;;20;4385;;;453;;;;;;;;;;;;;;;;
MCO;2014;100000199;100006279;40;14600;2660;252;17645;;;0;0;0;18;6570;951;95;3531;58;21170;3611;347;21176;2;142;;;202;;0;2;57;;;4;199;;;202;1;1;0;1;1;1;1;1;0;;;;;9760;;0
MCO;2014;100000801;100006279;5;1825;109;2;1140;;;0;0;0;;;0;0;0;5;1825;109;2;1140;;0;;;8;;0;;0;;;;0;;;8;;;;;;;;;;;;;;148;;0
MCO;2014;100002351;100000561;8;2920;304;0;2489;69;25185;11273;7127;13114;15;5475;522;18;1961;92;33580;12099;7145;17564;;6;;;5909;25;0;;94;;;25;100;;;5909;;;;;;;;;;;;;;;;
MCO;2014;100009364;100000017;12;4380;275;18;3450;;;0;0;0;;;0;0;0;12;4380;275;18;3450;5;723;;;101;;0;;0;;;5;723;;;101;0;0;0;0;0;0;0;0;0;;;;;0;0;0
