BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;PCON;PDEN;PACT
MCO;2015;600010862;600010854;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;;0;;;0;20;4299;;0;;;20;4299;;;0;0;0;0;1;0;0;0;0;1;;;;30;0;0;0
MCO;2015;600100101;750712184;29;10585;644;1;8405;;;0;0;0;;;0;0;0;29;10585;644;1;8405;;0;;;0;;0;;0;;;;0;;;0;;;;;1;;;;;;40;;;137;0;0
MCO;2015;600100168;600106629;35;12775;2071;11;9580;21;7665;1346;0;4708;;;0;0;0;56;20440;3417;11;14288;13;597;;;1922;7;1975;;0;;;20;2572;;;1922;1;1;1;1;0;0;1;1;1;60;;;30;39245;0;0
MCO;2015;600100176;600010581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;610;0;0;0;0;0;0;0;;;10;610;0;0;0;0;0;0;1;0;0;0;0;0;;;;;450;0;0
MCO;2015;600100184;600010276;40;14600;760;8;6866;;;0;0;0;;;0;0;0;40;14600;760;8;6866;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;600100754;600000228;23;8395;1872;139;12073;101;36865;5249;1;21276;23;8395;1488;25;5870;147;53655;8609;165;39219;12;3918;;;17542;23;6443;1;210;;;36;10571;;;17542;;;;;;;;;;;;;;;;
MCO;2015;600110175;600001234;21;7665;355;2;2197;72;23620;3013;24;9668;;;0;0;0;93;31285;3368;26;11865;6;51;;;46;16;7515;;0;;;22;7566;;;46;;;;;;;;;;;;;;;;
MCO;2015;600113476;600100721;296;105343;13078;355;95661;81;29565;4377;147;20067;38;13870;2463;73;10494;415;148778;19918;575;126222;31;1717;2;700;12443;13;2997;1;596;;;45;5310;2;700;12443;1;1;1;1;1;1;1;1;1;64;57;175;105;190716;1405;
MCO;2015;610000044;610780074;60;21900;3678;955;20739;28;10220;1529;165;5145;17;6205;1288;207;4311;105;38325;6495;1327;30195;2;513;;;153;3;251;;0;;;5;764;;;153;1;1;0;1;0;1;1;0;0;;;4;;36684;;7944
MCO;2015;610000051;610780082;163;58579;8671;369;49014;64;24124;3388;0;18291;27;9657;1466;0;5503;254;92360;13525;369;72808;12;2683;;;7472;8;1710;0;532;;;20;4925;;;7472;1;1;1;1;1;1;1;1;1;90;150;45;15;144892;0;23091
MCO;2015;610000069;610780090;161;58765;7785;777;43486;57;20805;2118;73;9304;25;9125;1265;238;3863;243;88695;11168;1088;56653;5;51;;;1314;15;2044;0;0;;;20;2095;;;1314;1;1;1;1;0;1;1;0;1;15;;60;180;60282;;28391
MCO;2015;610000077;610780124;44;16060;1745;148;13259;;;0;0;0;;;0;0;0;44;16060;1745;148;13259;;0;;;2;;0;;0;;;;0;;;2;1;0;0;1;0;0;0;0;0;;;;;13963;0;0
MCO;2015;610000093;610780140;25;9125;420;23;6402;;;0;0;0;;;0;0;0;25;9125;420;23;6402;;0;;;6;;0;;0;;;;0;;;6;0;0;1;0;0;0;0;0;0;;;;;10;0;0
MCO;2015;610000101;610780157;5;180;34;0;274;;;0;0;0;;;0;0;0;5;180;34;0;274;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;1;;;;90;466;;
MCO;2015;610000119;610780165;126;45990;8481;1410;42573;43;15695;1798;66;11295;31;10585;1791;346;6076;200;72270;12070;1822;59944;15;1039;;;8486;12;1433;;0;;;27;2472;;;8486;1;1;1;1;1;1;1;1;0;130;130;;90;99340;17;56725
MCO;2015;610006421;610006413;0;;43;0;345;36;11988;1625;4;5105;0;0;0;0;0;36;11988;1668;4;5450;;0;;;14;22;4228;0;0;0;0;22;4228;0;0;14;;;;;;;;;;;;;;;;
MCO;2015;610780108;610790594;30;9125;697;5;7731;;;0;0;0;;;0;0;0;30;9125;697;5;7731;;0;;;3;;0;;0;;;;0;;;3;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;610780116;610790594;53;18195;2746;188;16180;;;0;0;0;;;0;0;0;53;18195;2746;188;16180;0;0;;;59;;0;;0;;;0;0;;;59;1;0;0;0;0;1;1;0;1;;;14;52;17233;;2985
MCO;2015;610780199;610000135;4;1460;133;0;1141;71;25915;1438;14;6300;;;0;0;0;75;27375;1571;14;7441;;0;;;53;2;2726;;0;;;2;2726;;;53;;;;;;;;;;;;;;;;
MCO;2015;620000026;620003814;77;26961;3994;331;20621;85;28484;3635;25;18101;;;0;0;0;162;55445;7629;356;38722;13;1212;3;378;521;10;1606;;0;;;23;2818;3;378;521;0;0;0;0;1;1;1;1;0;;145;95;;48316;;7286
MCO;2015;620000034;620100057;265;96227;15140;2279;81862;70;25550;2934;108;13244;45;16425;3275;104;13569;380;138202;21349;2491;108675;38;4077;4;597;20961;17;2634;2;789;;;57;7500;4;597;20961;1;1;1;1;1;1;1;1;1;74;48;60;234;132816;961;166219
MCO;2015;620000117;620100461;0;1350;54;0;1101;;;0;0;0;;;0;0;0;0;1350;54;0;1101;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;620000224;620100651;255;91222;15060;419;81687;74;25266;2434;0;15612;22;8030;1613;0;6717;351;124518;19107;419;104016;33;5567;;;15412;10;775;4;858;;;47;7200;;;15412;1;0;1;1;1;1;1;0;;;;;;107220;1132;50539
MCO;2015;620000240;620100677;49;20678;1302;6;15990;;;0;0;0;;;0;0;0;49;20678;1302;6;15990;12;1843;;;0;;0;;0;;;12;1843;;;0;0;0;1;0;0;0;0;0;0;90;;;;5130;;577
MCO;2015;620000257;620100685;393;137789;19546;1031;119416;113;41237;6185;450;27056;56;20440;3541;107;14625;562;199466;29272;1588;161097;34;4221;;;17393;31;5203;17;1845;;;82;11269;;;17393;1;1;1;1;1;1;1;1;1;100;120;60;60;282371;19;305932
MCO;2015;620000299;620101295;0;4074;481;97;4074;;;0;0;0;;;0;0;0;0;4074;481;97;4074;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;620000323;620101337;217;74291;11668;1072;75101;45;16425;2830;0;14782;57;20805;3074;23;14236;319;111521;17572;1095;104119;11;825;0;;3470;16;2810;2;502;0;;29;4137;0;;3470;1;1;1;1;1;1;1;1;0;51;54;31;;93188;;24622
MCO;2015;620000349;620101360;186;66328;12111;1259;57644;57;20805;2516;145;14122;38;13870;2781;431;9680;281;101003;17408;1835;81446;26;2809;;;2625;17;2005;;0;;;43;4814;;;2625;1;0;1;1;1;1;1;0;1;;;;;97092;681;72552
MCO;2015;620000653;620103440;298;108185;16741;2286;80813;136;49036;7510;199;34753;36;13140;1685;59;7229;470;170361;25936;2544;122795;31;3274;;;37973;25;3935;2;657;;;58;7866;;;37973;1;1;1;1;1;1;1;1;1;120;150;42;65;191946;20957;3765
MCO;2015;620003202;620103432;130;47450;8638;671;44278;62;22630;2705;68;12847;30;10950;2121;460;6647;222;81030;13464;1199;63772;13;1388;1;194;2033;8;1107;0;157;;;21;2652;1;194;2033;1;1;1;1;1;1;1;1;1;;;;;53279;266;63798
MCO;2015;620003350;620001834;60;21900;5093;1377;25011;;;0;0;0;25;9125;1546;180;5432;85;31025;6639;1557;30443;5;505;;;622;;0;;0;;;5;505;;;622;1;0;1;1;1;0;1;1;0;;;;;53155;;2865
MCO;2015;620003376;620001834;66;24090;6329;822;22802;105;34675;5387;335;23960;;;0;0;0;171;58765;11716;1157;46762;;0;;;398;44;8143;;0;;;44;8143;;;398;1;1;1;1;0;0;1;1;0;;;;;68160;;
MCO;2015;620006049;620000331;6;2190;124;0;986;80;29200;3995;17;14687;;;0;0;0;86;31390;4119;17;15673;;0;;;416;30;8225;;0;;;30;8225;;;416;;;;;;;;;;;;;;;;
MCO;2015;620025346;620001834;65;23725;5573;1429;23416;60;21900;2767;262;14454;24;8760;1614;216;5270;149;54385;9954;1907;43140;5;154;;;232;32;4436;;0;;;37;4590;;;232;1;0;1;1;0;0;1;0;0;;;;;66992;0;38095
MCO;2015;620026690;620027839;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;29632;;0;;0;;;;0;;;29632;;;;;;;;;;;;;;;;
MCO;2015;620100099;620014779;35;12775;1736;17;12397;120;43800;5562;91;19714;21;7665;1464;55;5912;176;64240;8762;163;38023;0;0;0;;6141;54;13719;;0;;;54;13719;0;;6141;;;;;;;;;;;;;;;;
MCO;2015;620100487;620000125;15;5475;938;2;4864;48;17520;1466;262;5085;;;0;0;0;63;22995;2404;264;9949;1;67;;;25;14;2517;;0;;;15;2584;;;25;;;;;;;;;;;;;;;;
MCO;2015;620100735;620000265;40;14600;2966;1217;14097;88;32120;3411;261;15295;40;14600;1765;69;6548;168;61320;8142;1547;35940;4;5;;;2907;14;6367;0;0;;;18;6372;;;2907;;;;;;;;;;;;;;;;
MCO;2015;620100750;620000273;17;6205;840;83;4466;39;14235;2003;304;5919;;;0;0;0;56;20440;2843;387;10385;0;0;;;2882;14;3643;;0;;;14;3643;;;2882;;;;;;;;;;;;;;;;
MCO;2015;620101311;620027763;15;5475;1238;9;6233;90;32850;3541;27;12437;1;365;54;0;192;106;38690;4833;36;18862;4;0;0;0;1471;20;7537;;0;;;24;7537;0;0;1471;;;;;;;;;;;;;;;;
MCO;2015;620101501;620000364;90;32850;8438;70;29974;108;39420;4973;73;20344;;;0;0;0;198;72270;13411;143;50318;3;249;;;28209;52;10888;;0;;;55;11137;;;28209;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;620105940;620000950;24;8760;886;24;6386;48;17520;815;61;2961;;;0;0;0;72;26280;1701;85;9347;;0;;;0;4;1347;;0;;;4;1347;;;0;;;;;;;;;;;;;;;;
MCO;2015;620106088;620000976;15;5475;1006;217;6958;80;29200;1526;374;4414;;;0;0;0;95;34675;2532;591;11372;;0;;;70;6;3409;;0;;;6;3409;;;70;;;;;;;;;;;;;;;;
MCO;2015;620116046;620002311;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;15;3088;;0;;;15;3088;;;0;;;;;;;;;;;;;;;;
MCO;2015;620118513;620002915;53;19345;5579;78;24992;130;47450;4801;179;17680;30;10950;1276;44;5596;213;77745;11656;301;48268;1;8;;;3884;11;7558;;0;;;12;7566;;;3884;1;0;1;1;1;1;1;1;1;;;;;;;
MCO;2015;630000016;630180032;20;7300;311;3;6047;0;0;0;0;0;0;0;0;0;0;20;7300;311;3;6047;;0;;;0;;0;;0;;;;0;;;0;1;1;0;0;0;0;0;0;1;;;;180;0;0;0
MCO;2015;630000404;630780989;449;163881;35484;3610;195484;286;104390;3565;44;26280;;;0;0;0;735;268271;39049;3654;221764;31;5804;;;21715;10;2199;;0;;;41;8003;;;21715;1;0;1;0;1;0;1;1;1;;;;;282873;23226;
MCO;2015;630000412;630780997;50;18250;1887;142;15102;0;0;0;0;0;0;0;0;0;0;50;18250;1887;142;15102;3;34;;;1010;1;464;1;8;;;5;506;;;1010;1;1;0;1;0;1;1;0;0;;;;;24785;;21467
MCO;2015;630000420;630781003;50;17769;3804;1077;24593;24;8421;2263;885;6001;18;6570;1173;307;3362;92;32760;7240;2269;33956;;0;;;0;;0;1;244;;;1;244;;;0;0;0;1;1;1;1;0;1;1;;;;;53550;3;21569
MCO;2015;630000438;630781011;158;57670;5613;211;54819;32;9479;1545;76;9424;0;;0;0;0;190;67149;7158;287;64243;6;314;;;582;4;2041;0;0;;;10;2355;;;582;1;0;1;1;1;0;1;0;1;;;;;;;
MCO;2015;630000446;630781029;48;17520;2203;95;20789;32;11680;1344;39;8468;16;5840;1169;192;3937;96;35040;4716;326;33194;6;634;0;0;621;4;187;1;119;0;0;11;940;0;0;621;1;0;1;1;0;1;1;0;0;;;;;28728;0;22389
MCO;2015;630000479;630781110;63;21851;2418;39;17600;47;16605;2577;13;12533;0;;0;0;0;110;38456;4995;52;30133;7;1059;0;;45500;5;1234;;0;;;12;2293;0;;45500;1;1;0;0;0;0;1;0;0;;;;;76218;;10504
MCO;2015;630000560;630781367;20;5982;238;1;5986;;;0;0;0;;;0;0;0;20;5982;238;1;5986;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;630780211;630000107;66;24090;5181;439;21935;155;56575;6913;94;27681;;;0;0;0;221;80665;12094;533;49616;38;5;;;11681;17;11032;;0;;;55;11037;;;11681;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;630780369;630000164;4;1460;105;0;1133;56;20440;1763;15;6250;;;0;0;0;60;21900;1868;15;7383;;0;;;0;12;7767;;0;;;12;7767;;;0;;;;;;;;;;;;;;;;
MCO;2015;630781268;630780989;231;80283;11530;1851;76148;100;36500;3303;46;22255;98;35759;9093;281;38311;429;152542;23926;2178;136714;49;9951;;;13351;13;658;19;1343;;;81;11952;;;13351;0;1;0;1;0;1;0;0;0;;;;;;;
MCO;2015;630781839;630000826;43;15695;420;15;3640;150;54750;8556;70;32760;71;25915;4004;42;16753;264;96360;12980;127;53153;4;9;;;919;22;16721;1;245;;;27;16975;;;919;;;;;;;;;;;;;;;;
MCO;2015;630783108;630000867;;;0;0;0;56;20440;1089;365;873;;;0;0;0;56;20440;1089;365;873;;0;;;0;15;4976;;0;;;15;4976;;;0;;;;;;;;;;;;;;;;
MCO;2015;630783538;630780989;14;5110;209;0;3839;;;0;0;0;;;0;0;0;14;5110;209;0;3839;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;640000162;640780417;245;88206;16578;1476;93238;131;44664;7157;451;39516;35;12775;2945;102;12434;411;145645;26680;2029;145188;21;2931;;;23681;10;4448;4;614;;;35;7993;;;23681;1;1;1;1;1;1;1;1;1;60;30;;;129725;444;126166
MCO;2015;640000402;640780813;67;24029;2839;513;19918;0;0;0;0;0;0;0;18;18;0;67;24029;2857;531;19918;6;400;0;0;569;;0;0;32;;;6;432;0;0;569;1;0;0;1;1;1;1;0;0;;5;2;;5446;0;11574
MCO;2015;640000410;640780821;74;28835;3469;467;21187;38;13870;1580;92;7523;;;0;0;0;112;42705;5049;559;28710;2;1348;;;600;8;923;;0;;;10;2271;;;600;1;0;1;1;1;0;0;1;1;25;120;;;37965;266;28508
MCO;2015;640000428;640780839;5;1825;150;0;1391;;;0;0;0;;;0;0;0;5;1825;150;0;1391;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;640000600;640781290;328;118123;20071;3781;97871;126;45199;6075;462;29473;35;12775;3225;266;13050;489;176097;29371;4509;140394;43;5251;2;231;8554;18;3613;5;625;0;;66;9489;2;231;8554;1;1;1;1;1;1;1;1;1;;;;;218587;371;54568
MCO;2015;640015921;640780821;;;0;0;0;15;5475;501;26;2617;31;5475;456;81;1726;46;10950;957;107;4343;;0;;;0;;515;;106;;;;621;;;0;0;0;0;0;0;1;0;0;0;;;;;6886;0;4619
MCO;2015;640016580;640010658;63;20120;6280;584;17769;0;0;0;0;0;;;0;0;0;63;20120;6280;584;17769;;0;;;1;;0;;0;;;;0;;;1;;;;;;;;;;;;;;;;
MCO;2015;640017646;640017638;33;12045;2240;395;12139;22;8030;1079;43;5485;7;2555;405;29;1323;62;22630;3724;467;18947;;0;;;183;4;1901;;0;;;4;1901;;;183;1;0;1;1;0;1;1;0;0;7;;2;;41448;;15067
MCO;2015;640018206;640012209;47;6580;1188;297;5217;123;17220;3119;39;11193;24;3216;475;5;1908;194;27016;4782;341;18318;;0;;;1949;34;4628;;57;;;34;4685;;;1949;;;;;;;;;;;;;;;;
MCO;2015;640780268;640000113;10;3650;471;14;2435;18;6570;595;0;945;;;0;0;0;28;10220;1066;14;3380;0;0;;;104;5;7646;;0;;;5;7646;;;104;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;640780433;640012209;;5400;1468;498;5228;;16650;2514;51;10174;;;0;0;0;;22050;3982;549;15402;;0;;;302;9;2714;;0;;;9;2714;;;302;;;;;;;;;;;;;;;;
MCO;2015;640780482;640012209;6;1350;349;55;1779;34;7650;1885;5;4964;20;4620;895;19;3763;60;13620;3129;79;10506;;0;;;29;18;4217;2;315;;;20;4532;;;29;;;;;;;;;;;;;;;;
MCO;2015;640780490;640000212;48;17520;4492;1711;12291;45;16425;3320;124;11919;;;0;0;0;93;33945;7812;1835;24210;2;1;;;862;20;6259;;0;;;22;6260;;;862;;;;;;;;;;;;;;;;
MCO;2015;640780557;640000238;7;2555;208;11;2500;;;0;0;0;;;0;0;0;7;2555;208;11;2500;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;1;0;0;;;;;568;;
MCO;2015;640780623;640000287;10;3650;228;2;3225;;;0;0;0;;;0;0;0;10;3650;228;2;3225;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;640780672;640000337;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;2;485;;;0;;0;;0;;;2;485;;;0;;;;;;;;;;;;;;;;
MCO;2015;640780748;640000360;22;8030;1958;0;11757;50;18250;2212;0;10060;;;0;0;0;72;26280;4170;0;21817;1;1935;;;1660;28;4888;;0;;;29;6823;;;1660;;;;;;;;;;;;;;;;
MCO;2015;640780755;640780417;30;10950;893;5;10594;;;0;0;0;;;0;0;0;30;10950;893;5;10594;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;640780789;640012209;;2475;252;10;2168;;8100;1210;26;4850;;;0;0;0;;10575;1462;36;7018;;0;;;2588;5;622;;0;;;5;622;;;2588;;;;;;;;;;;;;;;;
MCO;2015;640780938;640000451;45;16425;2369;1007;13777;95;34675;5353;33;20528;0;0;0;0;0;140;51100;7722;1040;34305;0;0;;;6775;30;6125;0;0;;;30;6125;;;6775;;;;;;;;;;;;;;;;
MCO;2015;640780946;640000469;16;5840;1171;70;5880;110;36324;5179;135;18777;52;18980;2673;76;11268;178;61144;9023;281;35925;5;174;0;0;269;32;8553;3;98;;;40;8825;0;0;269;;;;;;;;;;;;;;;;
MCO;2015;640780987;640000493;6;2190;53;0;473;15;6495;1009;217;3771;;;0;0;0;21;8685;1062;217;4244;;0;;;0;8;1478;;0;;;8;1478;;;0;;;;;;;;;;;;;;;;
MCO;2015;640781225;640000568;147;53655;4223;419;23832;;;0;0;0;;;0;0;0;147;53655;4223;419;23832;0;0;;;33;;0;;0;;;0;0;;;33;;;;;;;;;;;;;;;;
MCO;2015;640781308;640000618;28;10220;1354;6;7238;;;0;0;0;;;0;0;0;28;10220;1354;6;7238;2;1474;;;25;;0;;0;;;2;1474;;;25;;;;;;;;;;;;;;;;
MCO;2015;640787156;640001699;14;5110;300;20;2843;;;0;0;0;;;0;0;0;14;5110;300;20;2843;;0;;;21;1;533;;0;;;1;533;;;21;;;;;;;;;;;;;;;;
MCO;2015;650000045;650780158;78;27444;4324;740;21818;20;7300;889;0;5013;0;4095;307;0;1128;98;38839;5520;740;27959;6;271;;;900;6;1183;1;73;;;13;1527;;;900;1;1;1;1;1;0;1;0;1;77;27;;150;54040;569;37931
MCO;2015;650000052;650780166;25;9125;970;41;7845;0;0;0;0;0;0;0;0;0;0;25;9125;970;41;7845;2;19;;;22;;0;;0;;;2;19;;;22;0;0;1;0;0;0;0;1;0;;;;;5399;285;2476
MCO;2015;650000417;650783160;230;83265;12146;1023;59092;57;20805;3781;0;17983;26;9490;1584;5;6675;313;113560;17511;1028;83750;6;2820;;;14442;8;2961;2;430;;;16;6211;;;14442;1;1;1;1;1;1;1;1;1;90;45;60;200;140401;2789;88612
MCO;2015;650002579;650000243;6;2190;198;1;1963;91;33215;5101;0;21716;;;0;0;0;97;35405;5299;1;23679;;0;;;0;12;7253;;0;;;12;7253;;;0;;;;;;;;;;;;;;;;
MCO;2015;650780182;650783160;5;1825;138;1;1807;0;0;0;0;0;0;0;0;0;0;5;1825;138;1;1807;0;0;;;5;0;0;0;0;;;0;0;;;5;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;650780679;650000243;88;32120;4871;415;29886;15;5475;265;0;556;23;8395;1706;0;6909;126;45990;6842;415;37351;7;2255;;;5786;6;671;0;808;;;13;3734;;;5786;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;650784218;650780174;39;13000;2275;487;10580;15;5475;1510;3;4879;;;0;0;0;54;18475;3785;490;15459;5;1222;;;220;2;1038;;0;;;7;2260;;;220;1;0;1;1;1;1;1;0;1;54;6;;106;22436;586;4151
MCO;2015;660000084;660780180;460;164708;25249;2296;151115;114;39900;5547;97;32375;57;20805;3519;129;15670;631;225413;34315;2522;199160;54;3678;;;28422;16;3531;2;1708;;;72;8917;;;28422;;;;;;;;;;;;;;272879;2292;206320
MCO;2015;660000167;660780271;20;7300;337;0;6466;;;0;0;0;;;0;0;0;20;7300;337;0;6466;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;660006305;660006297;17;6205;1943;64;8707;97;35405;4608;401;15478;0;0;0;0;0;114;41610;6551;465;24185;;0;;;378;40;10794;0;0;;;40;10794;;;378;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;660009689;340019363;15;5475;274;7;3383;;;0;0;0;;;0;0;0;15;5475;274;7;3383;;0;;;11;;0;;0;;;;0;;;11;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;660780628;660000282;31;11081;1842;322;9905;23;7835;712;30;3544;0;0;0;0;0;54;18916;2554;352;13449;0;0;;;0;4;2211;0;0;;;4;2211;;;0;;;;;;;;;;;;;;;;
MCO;2015;660780669;660000324;0;0;44;7;97;30;10950;1266;3;3642;48;17520;2001;86;8228;78;28470;3311;96;11967;18;3566;;;0;0;0;1;169;;;19;3735;;;0;;;;;;;;;;;;;;;;
MCO;2015;660780776;660000399;23;8395;1719;255;5696;22;8030;798;18;4209;;;0;0;0;45;16425;2517;273;9905;;0;;;44;14;1844;;0;;;14;1844;;;44;;;;;;;;;;;;;;;;
MCO;2015;660780784;660000407;48;17520;5836;370;29931;140;50540;6306;60;28399;34;12410;1529;47;6628;222;80470;13671;477;64958;15;11;;;15492;18;8164;;0;;;33;8175;;;15492;;;;;;;;;;;;;;;;
MCO;2015;660790387;660790379;84;30660;6065;1116;33874;127;46355;6583;7;26500;;;0;0;0;211;77015;12648;1123;60374;2;1043;;;134;38;10737;;0;;;40;11780;;;134;;;;;;;;;;;;;;;;
MCO;2015;670000025;670780055;549;195145;29107;2815;192268;297;108405;12623;110;64924;;;0;0;0;846;303550;41730;2925;257192;117;11067;;;38745;12;3373;;0;;;129;14440;;;38745;1;1;1;1;1;0;1;1;1;;;;;310703;90631;1116238
MCO;2015;670000033;670780063;82;24486;3037;189;15561;18;6570;966;168;2224;;;0;0;0;100;31056;4003;357;17785;36;1142;;;50403;7;370;;0;;;43;1512;;;50403;0;0;1;0;0;0;0;0;0;;;;;66868;0;3584
MCO;2015;670000082;670780147;29;10585;1130;33;8928;45;16425;1697;92;4826;30;10950;2529;112;9193;104;37960;5356;237;22947;5;2887;;;869;29;3973;;181;;;34;7041;;;869;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;670000157;670780337;287;100660;14895;1973;85704;82;28266;3881;185;16817;61;21953;3327;463;12785;430;150879;22103;2621;115306;7;624;;;10811;12;3365;2;15;;;21;4004;;;10811;1;0;1;1;1;1;0;0;1;;101;184;;166835;;30496
MCO;2015;670000165;670780345;144;52560;6483;452;45327;36;13140;1948;24;10098;26;9490;1578;152;5564;206;75190;10009;628;60989;20;2325;;;2067;4;1773;1;487;;;25;4585;;;2067;1;1;1;1;0;1;1;0;0;;;;;55606;;2656
MCO;2015;670000215;680000643;35;12775;1163;13;10947;;;0;0;0;;;0;0;0;35;12775;1163;13;10947;;0;;;4;;0;;0;;;;0;;;4;;;;;;;;;;;;;;;;
MCO;2015;670000272;670780543;61;21980;2501;106;18664;16;5840;937;74;3679;16;5840;570;87;2145;93;33660;4008;267;24488;4;643;;;50;4;728;1;177;;;9;1548;;;50;1;0;0;1;0;1;0;0;1;;;;;1394687;;17789
MCO;2015;670000306;670780584;17;6205;440;2;6093;;;0;0;0;;;0;0;0;17;6205;440;2;6093;8;800;;;18;;0;;0;;;8;800;;;18;1;;;;;;;;1;;;;;293;0;0
MCO;2015;670000397;670780691;133;48482;7112;788;44580;45;15359;1849;22;9539;26;10214;1835;339;5741;204;74055;10796;1149;59860;2;78;;;1487;4;2285;0;0;;;6;2363;;;1487;1;0;1;1;1;1;1;1;1;66;;10;60;46307;;41196
MCO;2015;670000405;670780709;39;14235;904;13;13616;;;0;0;0;;;0;0;0;39;14235;904;13;13616;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;11408;;11552
MCO;2015;670002187;670000652;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;26035;;0;;0;;;;0;;;26035;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;670009109;670780055;;;54;2;1677;62;21359;1915;46;13277;;;0;0;0;62;21359;1969;48;14954;;0;;;99;9;3344;;0;;;9;3344;;;99;0;0;0;0;0;0;0;0;0;;;;;45665;5;3401
MCO;2015;670013325;670013317;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;3;3574;;;142;;0;;0;;;3;3574;;;142;;;;;;;;;;;;;;;;
MCO;2015;670013341;670013333;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;2;1699;;;61;;0;;0;;;2;1699;;;61;;;;;;;;;;;;;;;;
MCO;2015;670013895;670000652;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;4373;;0;;0;;;;0;;;4373;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;670014042;670013754;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;4;534;;;0;;0;;0;;;4;534;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;670014455;670000652;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2404;;0;;0;;;;0;;;2404;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;670016237;670016211;20;7300;4038;2291;5797;90;32850;4278;0;15464;;;0;0;0;110;40150;8316;2291;21261;16;5661;;;0;24;7527;;0;;;40;13188;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;670780113;670780055;6;2190;334;1;2729;1;365;36;1;114;84;30660;6517;1653;18348;91;33215;6887;1655;21191;;0;;;52;;0;15;1301;;;15;1301;;;52;0;0;0;0;0;0;0;0;0;;;;;28412;20;422988
MCO;2015;670780162;670000108;15;5475;749;1;5750;85;30295;3710;0;14986;;;0;0;0;100;35770;4459;1;20736;7;2535;;;0;10;10165;;0;;;17;12700;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;670780170;670000116;52;18980;5431;84;17813;123;44895;4962;193;23488;0;0;0;0;0;175;63875;10393;277;41301;33;75;0;0;9851;14;5915;0;0;0;0;47;5990;0;0;9851;;;;;;;;;;;;;;;;
