BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM
MCO;2016;240000372;240000059;116;40730;7687;976;35162;35;13055;2156;98;11047;51;8784;1565;466;4052;202;62569;11408;1540;50261;10;608;;;1194;9;1086;;0;;;19;1694;;;1194;1;1;0;1;0;1;0;1;0;;;30;;24488;3439;35446;;1570;3357
MCO;2016;240000414;240000067;10;3301;227;2;3222;;;0;0;0;;;0;0;0;10;3301;227;2;3222;1;173;;;6;;0;;0;;;1;173;;;6;;;;;;;;;;;;;;;;;;;
MCO;2016;240000455;240000075;10;3660;203;2;2900;;;0;0;0;;;0;0;0;10;3660;203;2;2900;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;240000463;240000083;4;1464;120;1;1821;;;0;0;0;;;0;0;0;4;1464;120;1;1821;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;240000471;240000109;4;1460;85;0;1570;;;0;0;0;;;0;0;0;4;1460;85;0;1570;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;240000489;240000117;334;122244;16581;1079;103337;89;32574;3883;149;24253;38;13908;2316;171;9950;461;168726;22780;1399;137540;35;2057;0;0;4695;16;3174;2;537;0;0;53;5768;0;0;4695;1;1;1;1;1;1;1;1;1;20;30;20;60;77095;2454;77877;1292;1999;11284
MCO;2016;240000505;240016055;32;11172;324;6;5797;;;0;0;0;;;0;0;0;32;11172;324;6;5797;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;240000513;240000141;15;5490;166;0;3443;;;0;0;0;;;0;0;0;15;5490;166;0;3443;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2016;240000687;240000448;68;24888;3586;295;21748;0;0;3;0;3;15;5490;546;190;1276;83;30378;4135;485;23027;0;0;;;158;5;939;;0;;;5;939;;;158;;;;;;;;;;;;;;9918;640;13363;;17741;1509
MCO;2016;240006734;240000596;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;22928;;0;;0;;;;0;;;22928;;;;;;;;;;;;;;;;;;;
MCO;2016;250000023;250000015;6;1284;902;122;882;0;0;0;0;0;0;0;0;0;0;6;1284;902;122;882;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;25107;329;13779;78;743;11233
MCO;2016;250000114;900000365;212;77592;8952;1200;72983;85;31110;4971;117;25292;43;15738;2737;185;9984;340;124440;16660;1502;108259;20;3031;;;15021;20;4410;0;425;;;40;7866;;;15021;1;1;1;1;1;1;1;0;1;;;;;51407;1223;58930;187;1809;15219
MCO;2016;250000270;250000643;36;13176;1242;299;4036;150;54900;12250;2027;31959;;;0;0;0;186;68076;13492;2326;35995;;0;;;1;31;12893;;0;;;31;12893;;;1;;;;;;;;;;;;;;;;;;;
MCO;2016;250000627;250000221;20;7300;649;244;5756;;;0;0;0;;;0;0;0;20;7300;649;244;5756;;0;;;25;;0;;0;;;;0;;;25;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;250000635;250000239;10;3650;263;66;2070;;;0;0;0;;;0;0;0;10;3650;263;66;2070;;0;;;17;;0;;0;;;;0;;;17;;;;;;;;;;;;;;;;;;;
MCO;2016;250000700;250000452;98;35868;6987;1263;31554;41;17446;3442;1202;8509;26;9516;1888;420;5661;165;62830;12317;2885;45724;7;310;;;2481;10;773;1;111;;;18;1194;;;2481;1;1;1;1;1;1;1;1;0;120;100;45;;52612;3854;22752;0;2539;46163
MCO;2016;250000726;250000478;10;3650;153;0;1848;;;0;0;0;;;0;0;0;10;3650;153;0;1848;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;250000734;250000452;6;2196;152;0;2075;;;0;0;0;;;0;0;0;6;2196;152;0;2075;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;250004009;900000365;24;8784;1046;13;6980;;;0;0;0;;;0;0;0;24;8784;1046;13;6980;25;69;0;0;33368;;0;;0;;;25;69;0;0;33368;0;0;0;0;0;0;0;0;0;;;;;9733;;113;;;141
MCO;2016;250006954;250000015;660;227046;33162;5200;207078;316;110037;16464;625;86497;78;28353;4739;266;19630;1054;365436;54365;6091;313205;147;11473;;;64534;29;6319;12;1858;;;188;19650;;;64534;1;1;1;1;1;1;1;1;1;110;176;42;253;185851;3040;157593;847;6046;63834
MCO;2016;250011848;250017803;6;2196;493;0;3180;73;25446;5763;156;17862;37;11556;1875;58;7736;116;39198;8131;214;28778;8;3;;;1856;32;9319;;0;;;40;9322;;;1856;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;260000013;260000021;362;125427;19487;2038;115201;132;45694;8217;758;34899;43;15738;3110;59;13107;537;186859;30814;2855;163207;37;3333;;;10453;24;4789;1;86;;;62;8208;;;10453;1;1;1;1;1;1;1;1;1;120;80;80;90;92634;3890;89228;547;6293;27420
MCO;2016;260000120;260016910;152;55632;6906;99;43349;43;15738;2528;0;14411;33;12078;1868;4;6339;228;83448;11302;103;64099;;452;;;11261;10;1573;;670;;;10;2695;;;11261;1;0;1;1;1;1;1;1;1;40;120;40;210;30057;2555;50648;5;2179;5320
MCO;2016;260000138;260000047;215;74282;11412;1445;65986;57;18575;3306;147;15486;37;12663;2334;324;8965;309;105520;17052;1916;90437;10;1697;;;21348;10;1791;0;75;;;20;3563;;;21348;1;1;1;1;1;1;1;1;1;130;45;43;130;56048;4336;55150;0;8502;8762
MCO;2016;260000146;260000054;38;13908;1579;126;11999;;;1;1;0;;;0;0;0;38;13908;1580;127;11999;1;80;;;185;4;624;1;63;;;6;767;;;185;1;1;1;1;1;1;1;0;1;55;70;50;55;11468;934;7586;;8;
MCO;2016;260000195;260006770;18;6570;1375;14;5592;;;0;0;0;;;0;0;0;18;6570;1375;14;5592;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;260000203;260016910;36;13140;1760;0;11548;;;0;0;0;;;0;0;0;36;13140;1760;0;11548;;77;;;55;;0;;0;;;;77;;;55;1;0;1;0;0;0;0;1;1;40;;;;3689;1168;12058;;1125;2303
MCO;2016;260000237;260000088;9;3294;112;3;1928;;;0;0;0;;;0;0;0;9;3294;112;3;1928;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;260000260;260000377;4;1464;84;0;633;28;10248;2451;102;5947;;;0;0;0;32;11712;2535;102;6580;;0;;;131;35;6489;;0;;;35;6489;;;131;;;;;;;;;;;;;;;;;;;
MCO;2016;260000278;260000096;6;2190;166;7;1745;;;0;0;0;;;0;0;0;6;2190;166;7;1745;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;260000286;260000104;33;9082;1082;90;9454;11;2223;346;0;1896;4;596;191;11;664;48;11901;1619;101;12014;0;0;;;119;0;266;0;42;;;0;308;;;119;1;1;1;1;1;1;0;0;1;;;;;;;;0;6;
MCO;2016;260003017;260000781;37;13542;1762;41;8386;49;17934;3745;1376;8091;;;0;0;0;86;31476;5507;1417;16477;5;1792;;;19;58;9666;;0;;;63;11458;;;19;;;;;;;;;;;;;;;;;;;
MCO;2016;260006267;070000245;26;9490;1021;63;5960;8;2920;913;252;951;;;0;0;0;34;12410;1934;315;6911;12;339;;;3877;15;7016;;0;;;27;7355;;;3877;;;;;;;;;;;;;;;;;;;
MCO;2016;270000045;270000060;53;19345;2964;354;17667;28;10220;2817;1547;5499;14;5110;729;0;2497;95;34675;6510;1901;25663;2;30;;;104;5;169;1;364;;;8;563;;;104;1;0;1;1;1;0;1;0;1;;;;;16272;3078;27946;;5069;4254
MCO;2016;270000326;270000680;4;1464;1914;98;6396;88;32208;3451;0;12671;;;0;0;0;92;33672;5365;98;19067;14;3505;;;5384;8;4010;;0;;;22;7515;;;5384;;;;;;;;;;;;;;;;;;;
MCO;2016;270000359;270023724;258;87343;14054;2268;75710;50;17012;2821;125;12621;42;15365;4033;730;12951;350;119720;20908;3123;101282;25;5556;;;22840;10;0;2;0;;;37;5556;;;22840;1;1;1;1;1;1;1;1;1;150;64;55;55;85501;10844;35949;910;;10474
MCO;2016;270000367;270000086;50;15550;2089;159;13847;20;7527;1543;88;5454;11;4026;749;169;2342;81;27103;4381;416;21643;3;153;;;71;4;1247;;0;;;7;1400;;;71;1;0;1;1;0;0;1;0;1;80;;;120;17234;1417;23780;;2474;4000
MCO;2016;270000391;760024042;47;17155;2124;13;20172;0;0;0;0;0;0;0;0;0;0;47;17155;2124;13;20172;0;0;0;0;2;0;0;0;0;;;0;0;0;0;2;0;0;1;1;1;1;1;1;0;;;;;10592;0;3343;0;1829;2174
MCO;2016;270000425;270000102;49;17885;2970;800;13733;;;0;0;0;;;0;0;0;49;17885;2970;800;13733;;0;;;5;5;430;;0;;;5;430;;;5;1;1;0;1;0;1;0;1;1;;;;;;;;;;
MCO;2016;270000441;270000110;34;12444;1774;122;10780;;;0;0;0;;;0;0;0;34;12444;1774;122;10780;;0;;;3;;0;;0;;;;0;;;3;1;1;0;1;0;0;1;0;0;;;;;11581;1110;7591;;959;10647
MCO;2016;270000458;270023724;93;30135;5274;971;25586;30;10221;1889;65;7293;14;5124;1214;299;3433;137;45480;8377;1335;36312;8;1301;;;4012;7;943;;0;;;15;2244;;;4012;1;0;1;1;1;1;1;1;1;156;72;7;115;33966;3828;14239;288;;1906
MCO;2016;270000532;270000185;0;1141;65;0;1012;;;0;0;0;;;0;0;0;0;1141;65;0;1012;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;;0;0
MCO;2016;270000862;270000953;33;12078;896;21;4372;71;25986;2665;30;7479;;;0;0;0;104;38064;3561;51;11851;;0;;;0;7;4326;;0;;;7;4326;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;280000043;280000134;0;;2;2;0;;;0;0;0;;;0;0;0;0;;2;2;0;2;195;;;66;;0;;0;;;2;195;;;66;0;0;0;0;0;0;0;0;0;;;;;1061;0;209;0;0;17
MCO;2016;280000084;280000183;248;87489;11695;906;76788;62;21098;3726;255;14938;36;13161;2418;71;10084;346;121748;17839;1232;101810;24;463;;;3249;15;3082;7;677;;;46;4222;;;3249;1;1;1;1;1;1;1;1;0;82;75;54;;73616;3907;67476;1146;6839;8100
MCO;2016;280000100;280000225;15;5490;203;1;2999;;;0;0;0;;;0;0;0;15;5490;203;1;2999;;0;;;1;;0;;0;;;;0;;;1;0;0;0;0;1;0;0;0;0;;;;;75;;;;;
MCO;2016;280000159;280000068;10;3660;467;5;2194;78;28548;3180;39;9811;;;0;0;0;88;32208;3647;44;12005;;0;;;1684;16;4475;;0;;;16;4475;;;1684;;;;;;;;;;;;;;;;;;;
MCO;2016;280000449;750043994;39;14274;1706;0;8920;;;0;0;0;;;0;0;0;39;14274;1706;0;8920;6;293;;;0;;0;;0;;;6;293;;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;
MCO;2016;280000662;280500075;94;34235;5053;644;29099;;;0;0;0;15;5490;748;138;2162;109;39725;5801;782;31261;4;794;;;988;10;461;2;73;;;16;1328;;;988;1;0;0;0;0;1;1;1;1;;;;;15439;16585;23494;402;;
MCO;2016;280502998;280000589;60;20467;3525;858;20882;;;0;0;0;;;0;0;0;60;20467;3525;858;20882;;0;;;59;7;2458;;0;;;7;2458;;;59;1;0;1;1;1;1;0;0;1;150;176;45;200;22488;4765;6787;;1323;
MCO;2016;280504267;280000134;395;141300;18522;1102;116366;78;25836;3423;1;18969;59;21583;4262;8;17944;532;188719;26207;1111;153279;36;1813;;;20294;15;3006;0;367;;;51;5186;;;20294;1;0;1;1;1;1;1;1;1;65;75;34;25;106262;11131;83071;289;153;15026
MCO;2016;280505777;280001199;40;14600;1775;137;9466;91;33215;2827;99;6476;15;5475;27;27;0;146;53290;4629;263;15942;;0;;;716;21;7087;;0;;;21;7087;;;716;;;;;;;;;;;;;;;;;;;
MCO;2016;290000025;290020700;351;127300;19295;1942;109237;117;39807;7695;1478;25472;42;15372;3965;476;13274;510;182479;30955;3896;147983;34;4008;;;41978;18;3534;;567;;;52;8109;;;41978;1;1;1;1;1;1;1;1;1;22;166;42;124;84728;2972;99497;58;4792;26163
MCO;2016;290000033;290021542;226;81777;11841;655;68291;46;18361;2504;78;13046;23;8692;991;187;3723;295;108830;15336;920;85060;15;677;;;4460;10;2330;;0;;;25;3007;;;4460;1;1;1;1;1;1;1;1;1;67;18;58;127;40914;6405;44610;768;381;8885
MCO;2016;290000058;290000017;150;51576;7950;36;42833;40;12330;2973;3;9322;55;21866;3430;5;16334;245;85772;14353;44;68489;22;2414;;;37481;24;3279;5;1699;;;51;7392;;;37481;1;1;1;1;1;1;1;0;1;;;120;200;;;;;;
MCO;2016;290000066;290020700;48;17568;1491;10;16125;;;0;0;0;;;0;0;0;48;17568;1491;10;16125;2;41;;;560;;0;;0;;;2;41;;;560;0;1;0;1;0;0;0;1;1;;;;150;7240;659;12313;;769;1622
MCO;2016;290000140;290000447;48;17568;3227;1159;13965;93;34038;5143;831;14302;;;0;0;0;141;51606;8370;1990;28267;13;1338;;;7944;23;6712;0;21;;;36;8071;;;7944;;;;;;;;;;;;;;;;;;;
MCO;2016;290000173;290000041;55;18851;3049;220;17663;30;10920;1348;122;7167;18;5956;693;51;2575;103;35727;5090;393;27405;4;685;;;1025;4;895;1;81;;;9;1661;;;1025;1;0;1;1;1;0;1;1;1;37;27;;80;14706;1991;7478;64;2780;1337
MCO;2016;290000181;290000074;89;30676;4872;679;28685;0;0;0;0;0;0;0;0;0;0;89;30676;4872;679;28685;18;793;;;1563;2;348;0;0;;;20;1141;;;1563;1;1;1;1;1;0;1;0;1;9;59;0;53;14204;1073;25448;;1028;2177
MCO;2016;290000207;290000520;21;7686;877;1;5351;74;23349;3345;199;11566;;;0;0;0;95;31035;4222;200;16917;5;40;;;2567;33;8499;;0;;;38;8539;;;2567;;;;;;;;;;;;;;;;;;;
MCO;2016;290000215;290029974;10;3660;354;0;2573;66;24156;4263;4;14817;;;0;0;0;76;27816;4617;4;17390;;0;;;122;37;8341;;0;;;37;8341;;;122;;;;;;;;;;;;;;;;;;;
MCO;2016;290000256;290000017;85;30060;3438;105;29742;30;10980;1278;116;5833;12;4392;378;0;1405;127;45432;5094;221;36980;0;51;;;103;7;574;0;155;;;7;780;;;103;1;1;0;1;0;1;1;1;1;;;;80;;;;;;
MCO;2016;290000272;290000090;5;1675;105;0;1740;;;0;0;0;;;0;0;0;5;1675;105;0;1740;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;290000322;290000108;15;4395;224;5;4474;;;0;0;0;;;0;0;0;15;4395;224;5;4474;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;290000389;290000116;10;3660;193;2;3458;0;0;0;0;0;0;0;0;0;0;10;3660;193;2;3458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;
MCO;2016;290000728;750821092;60;21375;4330;544;20342;23;10144;1418;48;6685;;;0;0;0;83;31519;5748;592;27027;6;827;;;0;9;1688;;0;;;15;2515;;;0;1;1;0;1;1;0;1;0;1;;112;;74;45017;;52662;2341;;15487
MCO;2016;290000785;220020739;88;32208;4124;260;29658;;;0;0;0;;;0;0;0;88;32208;4124;260;29658;2;661;;;600;7;0;;0;;;9;661;;;600;1;1;1;1;1;0;0;0;1;;;;;22826;775;25769;0;764;11844
MCO;2016;290000850;330031089;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;8057;;0;;0;;;;0;;;8057;0;0;0;0;0;0;0;0;0;;;;;0;;0;0;0;0
MCO;2016;290000934;290000306;97;35502;5325;387;33973;;;0;0;0;;;0;0;0;97;35502;5325;387;33973;5;636;;;191;;0;;0;;;5;636;;;191;1;0;1;1;1;0;1;0;0;5;;;;13670;2039;17076;;;2239
MCO;2016;290000975;290000546;3;1098;139;5;800;;;0;0;0;;;0;0;0;3;1098;139;5;800;2;984;;;4347;;0;;0;;;2;984;;;4347;1;0;1;0;1;1;1;1;0;;;;;745;;806;;;
MCO;2016;290001015;290000751;26;9516;387;0;7243;;;0;0;0;;;0;0;0;26;9516;387;0;7243;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;290004142;290022508;9;3294;519;2;3224;46;16836;2712;62;8256;;;0;0;0;55;20130;3231;64;11480;;3702;;;177;19;2562;;0;;;19;6264;;;177;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;290004324;290000017;431;155342;23092;1255;148791;209;75114;9486;443;53541;;;0;0;0;640;230456;32578;1698;202332;53;6632;;;11974;13;1346;;0;;;66;7978;;;11974;1;1;1;1;1;0;1;1;0;80;120;;;;;;;;
MCO;2016;290004365;290000017;10;3660;166;4;3216;;;0;0;0;;;0;0;0;10;3660;166;4;3216;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;290019777;290022508;30;10980;1823;584;5460;105;38430;8292;108;25555;44;16104;2588;108;11221;179;65514;12703;800;42236;0;3545;;;118;40;7088;;0;;;40;10633;;;118;;;;;;;;;;;;;;;;;;;
MCO;2016;290023431;290001049;6;2196;275;3;1798;65;23790;2071;69;5297;;;0;0;0;71;25986;2346;72;7095;;0;;;802;10;4838;;0;;;10;4838;;;802;;;;;;;;;;;;;;;;;;;
MCO;2016;2A0000022;2A0000014;158;57828;9352;700;50689;63;23058;4233;244;18067;29;10614;2229;416;7612;250;91500;15814;1360;76368;2;93;;;11000;11;2307;;0;;;13;2400;;;11000;1;1;1;1;1;1;1;1;1;;;;;51255;1817;38113;146;1668;7399
MCO;2016;2A0000139;2A0000063;17;6205;2347;214;9049;54;19710;1880;122;6816;;;0;0;0;71;25915;4227;336;15865;12;4237;;;99;17;4694;;0;;;29;8931;;;99;;;;;;;;;;;;;;;;;;;
MCO;2016;2A0000154;2A0000204;20;7300;1600;329;7602;30;10950;1308;280;3605;8;2920;295;25;967;58;21170;3203;634;12174;2;1314;;;2651;6;1043;;0;;;8;2357;;;2651;;;;;;;;;;;;;;;;;;;
MCO;2016;2A0000212;2A0000170;6;2190;110;3;1433;;;0;0;0;;;0;0;0;6;2190;110;3;1433;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;2A0000287;2A0000386;30;8582;719;10;5964;;;0;0;0;;;0;0;0;30;8582;719;10;5964;1;97;;;13350;;0;;0;;;1;97;;;13350;0;0;0;0;0;0;0;0;0;;;;;5303;;127;;;395
MCO;2016;2A0002614;2A0002606;5;1825;248;1;1858;;;0;0;0;;;0;0;0;5;1825;248;1;1858;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;2B0000012;2B0000020;175;63259;10552;1322;53440;79;27445;3324;142;20033;24;8760;1745;455;5812;278;99464;15621;1919;79285;8;203;;;14305;6;1388;0;0;;;14;1591;;;14305;1;0;1;1;1;1;1;0;1;;;;;66870;;;;;
MCO;2016;2B0000038;2B0004246;20;7300;475;13;5615;;;0;0;0;;;0;0;0;20;7300;475;13;5615;;0;;;945;;0;;0;;;;0;;;945;;;;;;;;;;;;;;;;;;;
MCO;2016;2B0000079;2B0000046;;;0;0;0;23;8395;426;0;534;;;0;0;0;23;8395;426;0;534;;0;;;0;4;3814;;0;;;4;3814;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;2B0000145;2B0000053;18;6570;1754;26;8772;63;22995;2415;0;10243;16;5840;826;208;2970;97;35405;4995;234;21985;10;2;;;4334;12;8424;0;0;;;22;8426;;;4334;;;;;;;;;;;;;;;;;;;
MCO;2016;2B0000392;2B0000129;22;8030;1231;36;3915;34;12410;1558;17;6326;0;0;0;0;0;56;20440;2789;53;10241;0;0;;;4;10;2883;0;0;;;10;2883;;;4;;;;;;;;;;;;;;;;;;;
MCO;2016;2B0005359;2B0005342;8;2928;1481;462;2994;;;0;0;0;;;0;0;0;8;2928;1481;462;2994;;0;;;0;;0;;0;;;;0;;;0;1;1;0;1;0;0;1;0;1;;;;;9670;533;7710;;98;
MCO;2016;2B0005664;2B0005656;12;4380;226;1;4084;0;0;0;0;0;0;0;0;0;0;12;4380;226;1;4084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;
MCO;2016;300000023;300780046;198;70575;11320;1300;63689;43;15695;2607;117;13434;30;10950;2013;138;7468;271;97220;15940;1555;84591;6;0;0;0;6357;12;3360;1;431;0;0;19;3791;0;0;6357;1;0;1;1;1;1;1;0;1;;;;;48218;1532;41875;;2787;9255
MCO;2016;300000031;300780053;119;43554;6325;689;34678;60;21960;2137;63;10912;29;10614;1532;147;5900;208;76128;9994;899;51490;15;857;;;2261;10;2117;1;180;;;26;3154;;;2261;1;0;1;1;1;1;1;1;1;;;;;34988;3400;18328;;1251;10955
MCO;2016;300000056;300780079;5;1825;89;0;2222;;;0;0;0;;;0;0;0;5;1825;89;0;2222;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;300000064;300780087;10;3650;285;0;3542;;;0;0;0;;;0;0;0;10;3650;285;0;3542;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;300000072;300780095;21;7560;275;3;5070;;;0;0;0;;;0;0;0;21;7560;275;3;5070;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;300000478;300781010;11;4026;351;4;3596;;;0;0;0;;;0;0;0;11;4026;351;4;3596;1;9;;;3;;0;;0;;;1;9;;;3;0;0;0;0;0;0;1;0;0;;;;;436;;808;0;0;1525
MCO;2016;300002508;300000213;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;15;4277;;0;;;15;4277;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;300007119;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;8781;;0;;0;;;;0;;;8781;;;;;;;;;;;;;;;;;;;
MCO;2016;300008588;340000413;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;19404;;0;;0;;;;0;;;19404;;;;;;;;;;;;;;;;;;;
MCO;2016;300008638;340000413;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;5076;;0;;0;;;;0;;;5076;;;;;;;;;;;;;;;;;;;
MCO;2016;300017209;300000726;24;5712;683;19;4338;;;0;0;0;;;0;0;0;24;5712;683;19;4338;20;2;;;4407;;0;;0;;;20;2;;;4407;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;300780137;920028396;60;21960;2928;462;17042;59;21594;3155;61;13460;1;366;57;57;0;120;43920;6140;580;30502;;0;;;210;31;6261;;0;;;31;6261;;;210;;;;;;;;;;;;;;;;;;;
MCO;2016;300780152;920029527;83;30378;4487;27;26615;117;42822;5407;45;26775;;;0;0;0;200;73200;9894;72;53390;4;702;4;702;183;25;4814;;0;;;29;5516;4;702;183;;;;;;;;;;;;;;;;;;;
MCO;2016;300780228;300000155;;;0;0;0;8;2190;3447;3068;677;;;0;0;0;8;2190;3447;3068;677;;0;;;30;0;0;;0;;;0;0;;;30;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;300780285;300000726;24;3096;336;17;2100;0;0;0;0;0;0;0;0;0;0;24;3096;336;17;2100;0;0;0;0;2006;0;0;0;0;0;0;0;0;0;0;2006;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2016;300781465;300000726;6;2196;226;1;2069;84;28296;3365;287;10846;24;8784;1528;291;5022;114;39276;5119;579;17937;;0;;;32;22;6249;;0;;;22;6249;;;32;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;300782117;300780038;511;185405;26466;1109;174637;215;78475;11913;517;55037;60;21900;4145;89;19485;786;285780;42524;1715;249159;60;14145;;;50108;19;5233;15;2181;;;94;21559;;;50108;1;1;1;1;1;1;1;1;1;;;;;238439;7108;154336;931;3692;76482
MCO;2016;300782141;300780038;10;3650;282;4;3315;;;0;0;0;;;0;0;0;10;3650;282;4;3315;;0;;;0;;0;;0;;;;0;;;0;0;0;1;0;0;0;0;0;0;;;;;745;;;;;
MCO;2016;300788502;300788486;33;12045;3640;596;10299;149;54385;7077;1025;21482;32;11680;1681;91;6588;214;78110;12398;1712;38369;;0;;;2783;47;14100;2;309;;;49;14409;;;2783;;;;;;;;;;;;;;;;;;;
MCO;2016;310000310;310780671;122;44652;6518;540;43006;;;0;0;0;;;0;0;0;122;44652;6518;540;43006;10;202;;;1881;;0;;0;;;10;202;;;1881;1;1;1;1;1;0;1;1;0;;;;;18956;;25628;;;
MCO;2016;310000336;310780713;10;3650;165;0;2733;;;0;0;0;;;0;0;0;10;3650;165;0;2733;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;310009279;310780671;;;0;0;0;40;12876;2078;56;9488;14;5124;831;124;3067;54;18000;2909;180;12555;1;14;;;137;15;3429;;0;;;16;3443;;;137;0;0;0;1;0;1;0;0;1;;;;;15280;5225;9504;;369;
MCO;2016;310013628;310786256;15;5475;530;4;5070;0;0;0;0;0;0;;0;0;0;15;5475;530;4;5070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;484;0;0;0;0;0
MCO;2016;310016977;310781406;215;70805;14109;3477;56276;36;12311;2874;37;10245;121;44286;12329;518;51050;372;127402;29312;4032;117571;28;6350;;;2715;23;4116;12;2574;;;63;13040;;;2715;0;0;0;0;0;1;0;0;0;;;90;;93182;9768;51513;1198;13889;20947
MCO;2016;310019351;310781406;104;34447;5737;148;30721;37;11170;3364;687;8124;;;0;0;0;141;45617;9101;835;38845;43;5851;2;688;27842;5;973;;0;;;48;6824;2;688;27842;0;1;1;0;0;0;1;0;0;50;;;;46562;;33063;2;;10619
MCO;2016;310022298;310781406;18;6611;596;3;6711;;;0;0;0;;;0;0;0;18;6611;596;3;6711;4;593;;;17;;0;;0;;;4;593;;;17;0;0;0;0;0;0;0;0;0;;;;;125;;169;72;;
MCO;2016;310025333;310781406;97;33800;3911;28;29718;17;6222;1110;23;5628;;;0;0;0;114;40022;5021;51;35346;31;2257;;;8839;3;495;;0;;;34;2752;;;8839;0;0;0;0;0;0;0;0;0;;;;;499;;115;;;285
