BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM
MCO;2016;020000089;020000022;28;10248;1179;215;9262;0;0;0;0;0;0;0;0;0;0;28;10248;1179;215;9262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;180;;30;180;9593;735;9800;;;1338
MCO;2016;020000097;020000048;33;12566;626;5;9691;;;0;0;0;;;0;0;0;33;12566;626;5;9691;8;1879;;;0;;0;;0;;;8;1879;;;0;0;1;0;0;0;0;0;0;1;;;;30;1451;;;;;
MCO;2016;020000105;020000055;15;4971;343;7;5514;;;0;0;0;;;0;0;0;15;4971;343;7;5514;;0;;;0;;0;;0;;;;0;;;0;1;0;1;0;0;0;0;1;1;31;;;93;2074;36;786;0;0;0
MCO;2016;020000162;020000063;265;100089;15299;957;91103;98;31332;5770;315;20967;28;11838;2156;154;8700;391;143259;23225;1426;120770;28;3383;2;354;47877;26;5886;1;432;0;0;55;9701;2;354;47877;1;1;1;1;1;1;1;1;1;;75;36;186;139307;32;104385;227;3073;11624
MCO;2016;020000246;020000071;36;13176;595;3;6616;;;0;0;0;;;0;0;0;36;13176;595;3;6616;;0;;;0;;0;;0;;;;0;;;0;0;0;1;0;0;0;0;1;1;8;;;15;1596;56;72;;46;28
MCO;2016;020000360;020014742;;;0;0;0;29;10614;1690;9;5307;;;0;0;0;29;10614;1690;9;5307;;1578;;;5;20;3952;;0;;;20;5530;;;5;;;;;;;;;;;;;;;;;;;
MCO;2016;020000394;020000253;145;53070;6704;435;45110;48;17513;3094;253;11653;23;8217;1380;111;5308;216;78800;11178;799;62071;12;1158;0;0;8538;11;1639;0;218;0;0;23;3015;0;0;8538;1;0;1;1;1;1;1;1;1;31;38;14;58;;;;;;
MCO;2016;020000519;020000261;208;76128;11906;1416;62424;43;15738;1775;114;9526;35;12810;2549;551;7909;286;104676;16230;2081;79859;;0;;;14869;14;3772;;0;;;14;3772;;;14869;1;0;1;1;1;1;1;1;1;90;20;25;120;68985;1367;77608;;3777;24505
MCO;2016;020000535;020000287;122;44652;5087;240;36912;18;6588;1031;84;4161;25;9150;1082;56;4688;165;60390;7200;380;45761;7;440;2;352;1320;21;3866;1;282;;;29;4588;2;352;1320;1;1;1;1;0;1;1;0;1;80;;30;170;41303;21515;27538;0;27249;6271
MCO;2016;020001061;020004404;142;51972;7371;1057;43356;31;9651;1103;46;4576;20;7320;1015;3;4541;193;68943;9489;1106;52473;2;190;2;140;125;10;2459;1;197;;;13;2846;2;140;125;0;0;1;1;1;1;1;0;0;;20;15;;27885;2136;23633;633;2747;9949
MCO;2016;020001087;020004495;60;;2922;1198;16560;;;0;0;0;;;0;0;0;60;;2922;1198;16560;0;0;;;0;;0;;0;;;0;0;;;0;1;1;1;0;0;1;1;0;0;;;;;;;;;;
MCO;2016;020010047;020001632;35;12810;2003;847;9759;68;24888;3952;0;13483;20;7320;1019;5;3675;123;45018;6974;852;26917;4;370;;;1642;40;7993;0;140;;;44;8503;;;1642;;;;;;;;;;;;;;;;;;;
MCO;2016;030000061;030780092;231;87280;9925;668;73249;72;26352;4320;202;22994;29;10614;1352;6;5760;332;124246;15597;876;102003;15;545;;;23793;9;2061;2;244;;;26;2850;;;23793;;;;;;1;;;1;;;90;300;68487;35719;44464;2249;882;40295
MCO;2016;030000079;030780100;254;91874;14462;2008;83844;33;12078;1762;23;8836;33;12078;1871;83;6599;320;116030;18095;2114;99279;11;996;0;0;9970;4;918;3;528;0;0;18;2442;0;0;9970;1;1;1;1;1;1;1;1;1;150;80;90;;63491;23897;73722;55;;
MCO;2016;030000087;030780118;239;84553;14465;1808;77508;76;27740;3889;244;19614;29;10585;2197;392;6186;344;122878;20551;2444;103308;8;793;;;13011;21;5374;;0;;;29;6167;;;13011;1;1;1;1;1;1;1;1;1;135;140;66;110;62185;2746;61899;702;3732;7865
MCO;2016;030000095;030780126;8;2920;87;0;2395;;;0;0;0;;;0;0;0;8;2920;87;0;2395;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;030002208;030002158;10;3660;259;8;4345;;;0;0;0;;;0;0;0;10;3660;259;8;4345;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;030780548;030000194;10;3650;327;4;2355;57;20805;2227;82;6734;;;0;0;0;67;24455;2554;86;9089;;0;;;69;26;5154;;0;;;26;5154;;;69;;;;;;;;;;;;;;;;;;;
MCO;2016;030781116;030000426;90;32850;2850;41;27875;83;30295;5292;79;22101;;;0;0;0;173;63145;8142;120;49976;24;12;;;5978;36;8539;;0;;;60;8551;;;5978;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;030785430;030785422;21;7665;1669;5;6340;64;21376;2010;7;6245;;;0;0;0;85;29041;3679;12;12585;3;3;;;1658;27;5493;;0;;;30;5496;;;1658;;;;;;;;;;;;;;;;;;;
MCO;2016;040000036;040780132;5;1112;114;10;1115;;;0;0;0;;;0;0;0;5;1112;114;10;1115;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;040000044;040780140;4;1460;70;6;461;;;0;0;0;;;0;0;0;4;1460;70;6;461;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;040000093;040780215;127;45352;7118;690;39726;41;15006;2087;80;10742;18;6588;1136;65;4196;186;66946;10341;835;54664;10;84;;;5218;10;1737;1;413;;;21;2234;;;5218;0;0;1;1;0;1;0;1;1;;;45;200;28022;1423;12107;1;43349;7839
MCO;2016;040000119;040780231;4;1464;214;3;1098;0;0;0;0;0;0;0;0;0;0;4;1464;214;3;1098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;0;;;
MCO;2016;040000127;040780249;4;1460;46;1;554;;;0;0;0;;;0;0;0;4;1460;46;1;554;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;040000135;050002948;34;12438;1983;319;10381;0;0;0;0;0;0;0;0;0;0;34;12438;1983;319;10381;1;23;1;18;82;;0;;0;;;1;23;1;18;82;1;1;1;1;1;1;1;1;1;;;;;20950;678;23522;0;340;538
MCO;2016;040000911;040788879;117;40221;4882;646;40174;30;10791;1519;46;7134;17;5490;885;266;2451;164;56502;7286;958;49759;15;703;;;1473;16;2568;1;150;;;32;3421;;;1473;1;1;1;1;1;1;1;1;1;;;;;32207;10849;30439;70;;
MCO;2016;040780470;040000192;;;0;0;0;47;17155;773;4;3130;;;0;0;0;47;17155;773;4;3130;;0;;;0;20;5274;;0;;;20;5274;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;040784860;330029208;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;14776;;0;;0;;;;0;;;14776;;;;;;;;;;;;;;;;;;;
MCO;2016;050000090;050006931;25;9150;437;0;1918;50;18300;2575;0;6803;;;0;0;0;75;27450;3012;0;8721;11;15;;;464;14;9303;;0;;;25;9318;;;464;;;;;;;;;;;;;;;;;;;
MCO;2016;050000223;050000108;4;1464;48;1;689;0;0;0;0;0;0;0;0;0;0;4;1464;48;1;689;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;050000231;050000116;47;17202;2858;691;11973;28;10187;2356;120;7661;9;3285;712;198;2004;84;30674;5926;1009;21638;5;203;;;4095;5;1273;;0;;;10;1476;;;4095;1;0;1;1;1;1;1;0;1;;;;;18440;1217;16112;1;1236;3108
MCO;2016;050000256;050000124;28;10248;1303;161;8350;0;;0;0;0;0;;0;0;0;28;10248;1303;161;8350;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;1;0;0;0;;;;;1415;866;6710;0;741;19
MCO;2016;050000330;050007145;5;365;30;0;690;0;0;0;0;0;0;0;0;0;0;5;365;30;0;690;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;
MCO;2016;050000348;050002948;169;63907;9823;970;57441;60;23170;4094;155;16064;22;8052;1967;74;7591;251;95129;15884;1199;81096;8;343;2;183;12428;14;2643;3;105;;;25;3091;2;183;12428;1;1;1;1;1;1;1;1;1;;;;;59585;3961;67532;441;1188;4759
MCO;2016;060000163;060780327;4;1460;45;1;493;;;0;0;0;;;0;0;0;4;1460;45;1;493;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;060000304;060780657;5;1825;175;6;1551;;;0;0;0;;;0;0;0;5;1825;175;6;1551;;0;;;4;;0;;0;;;;0;;;4;;;;;;;;;;;;;;;;;;;
MCO;2016;060000411;060780780;6;2190;70;2;1125;;;0;0;0;;;0;0;0;6;2190;70;2;1125;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;060000478;060780897;163;59495;8557;485;47448;75;27375;3172;105;14581;32;11680;3905;93;15604;270;98550;15634;683;77633;26;653;;;2500;9;2216;2;438;;;37;3307;;;2500;1;1;1;1;1;1;1;1;1;;;;;120784;;;;;
MCO;2016;060000486;060780905;12;4380;206;5;3250;;;0;0;0;;;0;0;0;12;4380;206;5;3250;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;060000494;060780921;5;1830;53;0;808;;;0;0;0;;;0;0;0;5;1830;53;0;808;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;060000510;060780954;230;82937;11878;747;72240;72;26352;3943;189;19357;22;8052;1569;95;5173;324;117341;17390;1031;96770;22;738;;;2751;9;2148;3;202;;;34;3088;;;2751;1;1;1;1;1;1;1;1;1;80;;50;70;56397;2021;35932;11;3664;9863
MCO;2016;060000528;060780962;84;27694;4405;42;28029;38;13344;1950;200;6825;0;;0;0;0;122;41038;6355;242;34854;43;806;0;0;54087;7;1512;;0;;;50;2318;0;0;54087;0;1;1;1;0;0;1;0;0;;;;;51524;0;60274;0;0;11012
MCO;2016;060000536;060006889;8;2928;121;1;1782;;;0;0;0;;;0;0;0;8;2928;121;1;1782;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;060000544;060780988;232;84912;15439;3053;72636;91;33306;4387;166;21478;34;12444;2689;152;10390;357;130662;22515;3371;104504;27;2713;;;12295;17;2625;4;745;;;48;6083;;;12295;1;1;1;1;1;1;1;1;1;94;;0;;69018;1427;43663;655;3732;9668
MCO;2016;060001450;060785011;;;8092;2109;28917;;;10915;1135;31372;;;0;0;0;;;19007;3244;60289;;2;;;0;;3606;;0;;;;3608;;;0;0;0;0;0;0;0;0;0;0;;;;;4864;;20641;9425;;3
MCO;2016;060002102;060791761;53;18765;2880;805;17494;42;9407;1884;348;9560;;;0;0;0;95;28172;4764;1153;27054;;0;;;8;9;1658;0;140;;;9;1798;;;8;1;1;;1;;;;;;;;;;12292;960;13744;;1539;2124
MCO;2016;060010949;060790540;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;8457;;0;;0;;;;0;;;8457;;;;;;;;;;;;;;;;;;;
MCO;2016;060021276;060790540;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;9604;;0;;0;;;;0;;;9604;;;;;;;;;;;;;;;;;;;
MCO;2016;060021417;060000221;20;7300;639;19;5907;57;20440;3398;51;9701;;;0;0;0;77;27740;4037;70;15608;;0;;;100;44;12903;1;85;;;45;12988;;;100;;;;;;;;;;;;;;;;;;;
MCO;2016;060780442;060000213;;;0;0;0;30;10950;1670;4;1997;;;0;0;0;30;10950;1670;4;1997;;0;;;0;10;4005;;0;;;10;4005;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;060780491;060790797;56;20496;3256;23;20413;72;26352;4048;102;17828;;;0;0;0;128;46848;7304;125;38241;10;5276;;;1;23;4415;;0;;;33;9691;;;1;;;;;;;;;;;;;;;;;;;
MCO;2016;060780517;060000239;46;16790;3112;638;15006;80;29200;4291;19;17283;34;12410;1745;35;6149;160;58400;9148;692;38438;;10;;19;7289;42;14722;0;297;;;42;15029;;19;7289;;;;;;;;;;;;;;;;;;;
MCO;2016;060780590;060000270;;;0;0;0;54;19764;2237;68;6898;;;0;0;0;54;19764;2237;68;6898;;0;;;232;10;5881;;47;;;10;5928;;;232;;;;;;;;;;;;;;;;;;;
MCO;2016;060780665;060000312;20;7300;684;5;5347;30;10950;514;7;2059;;;0;0;0;50;18250;1198;12;7406;;0;;;3;13;3051;;0;;;13;3051;;;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;060780699;060000346;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;4;13;2022;4;89;;;17;2111;;;4;;;;;;;;;;;;;;;;;;;
MCO;2016;060780715;060000361;66;24156;7697;43;35377;160;58560;7141;85;25396;34;12444;1618;20;6366;260;95160;16456;148;67139;;0;;;8736;61;18086;;0;;;61;18086;;;8736;;;;;;;;;;;;;;;;;;;
MCO;2016;060780723;060004959;16;5840;2452;7;9488;71;25915;2722;4;9015;;;0;0;0;87;31755;5174;11;18503;0;1;;;4774;31;9961;;0;;;31;9962;;;4774;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;060780756;060000403;6;1440;161;0;1082;40;14600;1874;0;4612;53;19345;2635;66;11160;99;35385;4670;66;16854;;0;;;15;15;6728;0;164;;;15;6892;;;15;;;;;;;;;;;;;;;;;;;
MCO;2016;060780947;060800174;70;25439;6586;1119;20461;30;9930;2969;620;5837;;;0;0;0;100;35369;9555;1739;26298;7;1359;;;305;14;2643;;0;;;21;4002;;;305;1;1;1;1;1;1;1;1;1;;;;;;;;;;
MCO;2016;060781200;060000635;36;13176;2955;17;18713;61;22326;1745;8;6187;0;;143;143;0;97;35502;4843;168;24900;;0;;;173;19;7172;;0;;;19;7172;;;173;;;;;;;;;;;;;;;;;;;
MCO;2016;060785003;060785011;354;120191;11089;1685;51468;254;83316;5460;196;21563;;;0;0;0;608;203507;16549;1881;73031;39;3682;;;27394;31;1738;;0;;;70;5420;;;27394;0;0;0;0;1;0;0;0;0;;92;;;152585;;138979;266;68642;2
MCO;2016;060785219;060001468;124;45384;5040;43;34299;;;0;0;0;;;0;0;0;124;45384;5040;43;34299;20;46;;;7891;;0;;0;;;20;46;;;7891;;;;;;;;;;;;;;;;;;;
MCO;2016;060788957;060785011;50;18291;2306;11;18228;;;0;0;0;;;0;0;0;50;18291;2306;11;18228;4;2688;;;31;;0;;0;;;4;2688;;;31;0;0;0;0;0;0;0;0;0;;;;;12972;0;3356;236;0;2852
MCO;2016;060789195;060785011;332;116718;14126;104;114655;84;29936;7517;211;37039;74;26939;4887;250;21832;490;173593;26530;565;173526;49;7617;1;74;17780;6;863;11;1582;0;;66;10062;1;74;17780;;;;;;1;;;;;;25;;120467;4376;58229;133;20820;62987
MCO;2016;060791811;060010808;91;33215;2560;18;29195;;;0;0;0;;;0;0;0;91;33215;2560;18;29195;4;962;0;0;131;;0;;0;;;4;962;0;0;131;;;;;;;;;;;;;;;;;;;
MCO;2016;060792926;060022951;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;11281;;0;;0;;;;0;;;11281;;;;;;;;;;;;;;;;;;;
MCO;2016;060794013;060790797;44;16104;2163;8;14673;24;8784;2736;877;5367;;;0;0;0;68;24888;4899;885;20040;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;0;0;0;;;;;3103;;7895;;;
MCO;2016;060800166;060780608;15;5475;583;2;4502;98;35405;4075;11;16789;;;0;0;0;113;40880;4658;13;21291;;0;;;286;35;12260;;0;;;35;12260;;;286;;;;;;;;;;;;;;;;;;;
MCO;2016;070000013;070002878;73;26645;2481;206;21740;34;12410;1313;31;7095;9;3285;366;121;902;116;42340;4160;358;29737;8;226;;;1210;6;1160;;0;;;14;1386;;;1210;1;0;1;1;1;0;1;1;1;60;20;;180;23938;1259;34048;;1027;4902
MCO;2016;070000021;070780101;15;5475;349;0;4285;;;0;0;0;;;0;0;0;15;5475;349;0;4285;0;4;;;0;;0;;0;;;0;4;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;070000039;070780119;16;5856;203;3;2351;;;0;0;0;;;0;0;0;16;5856;203;3;2351;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;070000047;070780127;7;2842;185;0;2794;;;0;0;0;;;0;0;0;7;2842;185;0;2794;0;1;;;0;;0;;0;;;0;1;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;070000062;070005558;8;2928;137;0;2750;;;0;0;0;;;0;0;0;8;2928;137;0;2750;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;070000070;070780150;20;7320;383;36;5337;;;0;0;0;;;0;0;0;20;7320;383;36;5337;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;278;;851;;;
MCO;2016;070000096;070780184;8;2928;430;252;2210;;;0;0;0;;;0;0;0;8;2928;430;252;2210;6;0;0;0;15;;0;;0;;;6;0;0;0;15;1;1;1;1;1;0;0;0;0;10;60;;;731;;;;;
MCO;2016;070000112;070780218;15;5475;284;5;3995;;;0;0;0;;;0;0;0;15;5475;284;5;3995;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;070000146;070004742;8;2928;125;0;1483;;;0;0;0;;;0;0;0;8;2928;125;0;1483;0;0;;;0;0;0;0;0;;;0;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2016;070000179;070780358;145;53070;8373;1139;45227;42;15372;2117;301;11390;20;7320;1093;102;3788;207;75762;11583;1542;60405;10;530;;;14838;10;2872;1;59;;;21;3461;;;14838;1;0;0;1;1;1;1;0;1;;;;;37200;3451;83347;;1479;15213
MCO;2016;070000187;070780366;12;4392;328;11;3283;0;;0;0;0;0;;0;0;0;12;4392;328;11;3283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;;0;
MCO;2016;070000195;070780374;38;11138;1185;4;11030;;;0;0;0;8;1935;436;2;1827;46;13073;1621;6;12857;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;070000203;070780382;11;4015;184;2;2805;;;0;0;0;;;0;0;0;11;4015;184;2;2805;;0;;;1;;0;;0;;;;0;;;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;070000484;070005566;10;3650;835;0;3150;;;0;0;0;;;0;0;0;10;3650;835;0;3150;;0;;;1;;0;;0;;;;0;;;1;0;0;1;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;070000609;070005566;140;51100;7031;577;41633;34;12410;2256;149;9625;16;5840;977;84;3265;190;69350;10264;810;54523;10;473;;;3485;9;1916;1;277;;;20;2666;;;3485;1;1;0;1;1;1;1;1;1;;;;;;;;;;
MCO;2016;070780168;070000088;4;1460;53;0;562;55;20075;1567;21;4995;;;0;0;0;59;21535;1620;21;5557;0;0;;;19;6;3893;;0;;;6;3893;;;19;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;070780408;070000229;;;9;0;60;22;4888;812;31;2540;;;0;0;0;22;4888;821;31;2600;;0;;;5;10;2428;;0;;;10;2428;;;5;;;;;;;;;;;;;;;;;;;
MCO;2016;070780424;070000245;22;6570;1417;118;7182;126;45990;6891;340;33598;26;9490;1199;38;4589;174;62050;9507;496;45369;1;110;;;13;20;7363;0;0;;;21;7473;;;13;;;;;;;;;;;;;;;;;;;
MCO;2016;080000110;080000037;121;42390;7106;1330;33183;37;12073;1486;197;4940;16;5743;1184;119;4002;174;60206;9776;1646;42125;6;1120;;;215;4;795;2;275;;;12;2190;;;215;1;0;0;1;0;1;1;0;1;;;;;19158;2533;25715;172;21631;11160
MCO;2016;080000219;080001969;40;14600;3434;1489;14926;25;9125;3164;1696;7240;0;;11;11;0;65;23725;6609;3196;22166;1;0;;;1;12;0;;0;;;13;0;;;1;1;1;0;1;0;0;1;1;1;;;;60;11496;1824;24380;154;1184;23687
MCO;2016;080000276;080001969;24;8760;1861;798;7934;0;;0;0;0;0;;0;0;0;24;8760;1861;798;7934;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;1;0;0;1;0;0;;;;;4101;199;6379;;97;6798
MCO;2016;080000284;080000060;15;5490;295;26;4254;;;0;0;0;;;0;0;0;15;5490;295;26;4254;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;1;1;0;;;;;1368;;7484;;;2286
MCO;2016;080000300;080000078;8;2439;150;0;2441;;;0;0;0;;;0;0;0;8;2439;150;0;2441;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;080000425;080000615;313;110716;14511;1443;94925;86;27801;3914;118;19503;42;15372;2509;91;9655;441;153889;20934;1652;124083;38;3321;0;0;17141;15;1948;4;1864;0;0;57;7133;0;0;17141;1;1;1;1;1;1;1;1;0;67;61;52;;74013;4297;92122;854;54606;53982
MCO;2016;080010465;080010242;;;0;0;0;4;1460;153;1;776;;;0;0;0;4;1460;153;1;776;;0;;;0;7;807;;0;;;7;807;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;080010473;080010242;17;6205;737;27;4713;59;21535;1949;16;8894;0;0;0;0;0;76;27740;2686;43;13607;10;3243;;;334;15;3844;0;0;;;25;7087;;;334;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2016;090000175;090781774;162;58162;9636;1660;48646;63;21938;3442;427;14730;25;9150;1385;116;5897;250;89250;14463;2203;69273;20;1883;;;10433;11;2675;2;266;;;33;4824;;;10433;1;1;1;1;1;1;1;1;1;120;45;30;;78864;5930;87168;;965;14873
MCO;2016;090000183;090781816;53;19348;2270;380;16322;20;7320;1092;77;4880;4;1464;368;125;876;77;28132;3730;582;22078;2;23;;;439;8;1509;;0;;;10;1532;;;439;1;1;1;1;1;1;1;0;1;;;;;15126;57;14777;237;9587;6513
MCO;2016;090001629;090780107;17;5734;590;7;4947;0;;0;0;0;;;0;0;0;17;5734;590;7;4947;4;9;;;0;5;1104;;0;;;9;1113;;;0;1;1;0;0;0;1;0;0;0;;;15;;2798;253;4208;0;313;21
MCO;2016;100000082;100001148;;;0;0;0;46;16790;1145;123;3789;;;0;0;0;46;16790;1145;123;3789;;0;;;0;15;2922;;0;;;15;2922;;;0;;;;;;;;;;;;;;;;;;;
